date,open,high,low,close,volume,vwap
2013-09-01 17:16:00,1640.25,1642.0,1639.0,1640.0,10825,1640.3170900692842
2013-09-01 17:44:00,1640.0,1642.0,1639.5,1641.25,7039,1640.8371217502486
2013-09-01 18:12:00,1641.25,1642.0,1640.75,1641.0,3161,1641.4572129073078
2013-09-01 18:40:00,1641.0,1641.25,1640.5,1640.75,1277,1640.9105324980424
2013-09-01 19:08:00,1640.75,1640.75,1639.75,1640.25,2093,1640.3480649784997
2013-09-01 19:36:00,1640.5,1642.0,1640.25,1641.75,3834,1641.4644627021387
2013-09-01 20:04:00,1641.75,1643.5,1641.5,1641.75,7049,1642.4304865938432
2013-09-01 20:32:00,1641.75,1642.5,1641.75,1642.5,2380,1642.1957983193277
2013-09-01 21:00:00,1642.75,1642.75,1642.0,1642.75,2013,1642.4248633879781
2013-09-01 21:28:00,1642.5,1642.75,1641.5,1641.75,2328,1641.844501718213
2013-09-01 21:56:00,1641.75,1641.75,1640.25,1640.75,2006,1640.859297108674
2013-09-01 22:24:00,1640.75,1642.0,1640.5,1641.75,932,1641.3929721030042
2013-09-01 22:52:00,1641.75,1643.25,1641.75,1642.5,2022,1642.6439169139467
2013-09-01 23:20:00,1642.5,1644.0,1642.5,1642.75,1718,1643.235884749709
2013-09-01 23:48:00,1642.75,1643.0,1642.75,1642.75,452,1642.9220132743362
2013-09-02 00:16:00,1642.75,1643.5,1642.25,1642.25,1051,1642.8044719314937
2013-09-02 00:44:00,1642.25,1643.25,1642.25,1642.25,1431,1642.6490216631726
2013-09-02 01:12:00,1642.25,1644.0,1642.0,1643.25,3670,1643.0955040871934
2013-09-02 01:40:00,1643.25,1644.5,1643.0,1643.5,4278,1643.7082748948108
2013-09-02 02:08:00,1643.75,1644.5,1642.25,1643.5,6886,1643.7566439151904
2013-09-02 02:36:00,1643.75,1645.0,1642.75,1644.75,11069,1644.1593188183215
2013-09-02 03:04:00,1644.75,1646.0,1643.75,1645.0,9582,1645.0942913796703
2013-09-02 03:32:00,1645.0,1646.25,1644.25,1646.25,6760,1645.2737056213018
2013-09-02 04:00:00,1646.25,1647.25,1646.0,1646.75,8261,1646.7099322115967
2013-09-02 04:28:00,1646.75,1646.75,1645.5,1645.5,5213,1646.0475733742567
2013-09-02 04:56:00,1645.5,1646.0,1645.25,1645.75,4451,1645.50162884745
2013-09-02 05:24:00,1645.5,1646.75,1645.5,1646.5,3443,1646.0872059250653
2013-09-02 05:52:00,1646.5,1647.0,1646.0,1646.5,4835,1646.7360392967942
2013-09-02 06:20:00,1646.5,1647.5,1646.25,1647.0,3707,1646.9191394658753
2013-09-02 06:48:00,1647.0,1648.5,1646.0,1646.0,11927,1647.50888739834
2013-09-02 07:16:00,1646.25,1648.0,1646.0,1647.5,6334,1647.27482633407
2013-09-02 07:44:00,1647.5,1648.25,1647.0,1647.75,6333,1647.6403363334912
2013-09-02 08:12:00,1647.5,1648.0,1646.5,1647.0,3957,1647.1451225676017
2013-09-02 08:40:00,1647.0,1647.25,1645.25,1645.75,8180,1646.4251528117359
2013-09-02 09:08:00,1645.5,1646.25,1645.25,1646.25,4941,1645.7079032584497
2013-09-02 09:36:00,1646.25,1647.5,1645.75,1647.0,5707,1646.5255826178377
2013-09-02 10:04:00,1647.0,1648.25,1646.75,1648.0,7447,1647.5680475359204
2013-09-02 10:32:00,1647.75,1648.25,1646.5,1647.5,10017,1647.5303983228512
2013-09-02 11:00:00,,,,,0,
2013-09-02 11:28:00,,,,,0,
2013-09-02 11:56:00,,,,,0,
2013-09-02 12:24:00,,,,,0,
2013-09-02 12:52:00,,,,,0,
2013-09-02 13:20:00,,,,,0,
2013-09-02 13:48:00,,,,,0,
2013-09-02 14:16:00,,,,,0,
2013-09-02 14:44:00,,,,,0,
2013-09-02 15:12:00,,,,,0,
2013-09-02 15:40:00,,,,,0,
2013-09-02 16:08:00,,,,,0,
2013-09-02 16:36:00,,,,,0,
2013-09-02 17:04:00,1647.5,1648.5,1646.75,1648.25,2196,1647.747723132969
2013-09-02 17:32:00,1648.5,1648.5,1646.5,1647.0,1936,1647.4152892561983
2013-09-02 18:00:00,1646.75,1646.75,1645.25,1645.5,1636,1645.8317542787286
