date,open,high,low,volume,close
09/10/2013 11:27:18,1679.5,1680,1679,21226,1679.75
09/10/2013 11:38:01,1680,1680.25,1678.75,21225,1679.75
09/10/2013 11:53:28,1679.75,1680,1678.5,21217,1680
09/10/2013 12:04:13,1680,1681.25,1679.75,21216,1680.25
09/10/2013 12:10:43,1680.25,1680.75,1679.75,21214,1680.25
09/10/2013 12:19:39,1680.25,1681.25,1679,21215,1681
09/10/2013 12:23:00,1681,1681.75,1680.25,21166,1681.25
09/10/2013 12:27:37,1681.25,1682,1681,21244,1681.5
09/10/2013 12:32:50,1681.5,1682,1680.75,21165,1681.25
09/10/2013 12:39:50,1681.25,1681.5,1680.25,21220,1681
09/10/2013 12:47:31,1681,1681.5,1680.75,21212,1681
09/10/2013 12:58:21,1681,1681.75,1680.5,21212,1681.25
