Date,Adj Close
3/23/2018,227.79567
3/26/2018,234.066132
3/27/2018,230.010117
3/28/2018,229.36615
3/29/2018,232.672485
4/2/2018,227.2901
4/3/2018,230.173508
4/4/2018,232.826248
4/5/2018,234.508255
4/6/2018,229.346924
4/9/2018,230.279251
4/10/2018,234.075729
4/11/2018,232.835861
4/12/2018,234.787003
4/13/2018,234.133392
4/16/2018,236.036438
4/17/2018,238.573853
4/18/2018,238.708435
4/19/2018,237.401306
4/20/2018,235.479004
4/23/2018,235.373276
4/24/2018,232.163086
4/25/2018,232.758972
4/26/2018,235.152206
4/27/2018,235.4021
4/30/2018,233.479858
5/1/2018,233.97963
5/2/2018,232.384125
5/3/2018,231.836273
5/4/2018,234.911942
5/7/2018,235.64238
5/8/2018,235.632782
5/9/2018,237.920288
5/10/2018,240.150116
5/11/2018,240.736435
5/14/2018,241.005524
5/15/2018,239.352386
5/16/2018,240.371201
5/17/2018,240.169342
5/18/2018,239.573425
5/21/2018,241.332336
5/22/2018,240.64032
5/23/2018,241.389984
5/24/2018,240.92865
5/25/2018,240.32312
5/29/2018,237.545425
5/30/2018,240.678772
5/31/2018,239.121719
6/1/2018,241.639908
6/4/2018,242.706772
6/5/2018,243.043167
6/6/2018,244.984665
6/7/2018,244.869339
6/8/2018,245.638229
6/11/2018,245.955399
6/12/2018,246.368683
6/13/2018,245.388321
6/14/2018,246.099564
6/15/2018,245.888123
6/18/2018,245.301849
6/19/2018,244.369522
6/20/2018,244.811661
6/21/2018,243.283463
6/22/2018,243.715973
6/25/2018,240.342346
6/26/2018,240.870987
6/27/2018,238.871811
6/28/2018,240.327026
6/29/2018,240.935379
7/2/2018,241.215424
7/3/2018,240.240112
7/5/2018,242.296921
7/6/2018,244.315079
7/9/2018,246.478134
7/10/2018,247.33754
7/11/2018,245.647675
7/12/2018,247.752747
7/13/2018,247.965195
7/16/2018,247.810699
7/17/2018,248.87291
7/18/2018,249.326752
7/19/2018,248.380417
7/20/2018,248.148682
7/23/2018,248.621826
7/24/2018,249.790222
7/25/2018,252.078796
7/26/2018,251.335251
7/27/2018,249.703323
7/30/2018,248.264542
7/31/2018,249.519852
8/1/2018,249.210831
8/2/2018,250.475861
8/3/2018,251.702194
8/6/2018,252.648529
8/7/2018,253.353409
8/8/2018,253.218246
8/9/2018,252.899551
8/10/2018,251.18074
8/13/2018,250.234451
8/14/2018,251.847046
8/15/2018,249.993042
8/16/2018,252.020828
8/17/2018,252.860916
8/20/2018,253.421021
8/21/2018,253.971466
8/22/2018,253.89418
