Date,Adj Close
3/23/2018,61.140785
3/26/2018,62.23962
3/27/2018,61.653564
3/28/2018,60.454014
3/29/2018,61.726833
4/2/2018,60.490639
4/3/2018,61.781773
4/4/2018,61.699348
4/5/2018,62.807331
4/6/2018,61.671886
4/9/2018,61.964905
4/10/2018,64.01606
4/11/2018,64.684509
4/12/2018,64.675354
4/13/2018,65.389603
4/16/2018,66.058052
4/17/2018,66.314453
4/18/2018,67.35833
4/19/2018,67.440742
4/20/2018,67.120262
4/23/2018,67.53231
4/24/2018,66.808929
4/25/2018,67.340027
4/26/2018,68.319817
4/27/2018,67.596413
4/30/2018,67.587273
5/1/2018,67.175201
5/2/2018,67.449913
5/3/2018,67.294235
5/4/2018,67.623886
5/7/2018,67.715462
5/8/2018,68.246544
5/9/2018,69.638412
5/10/2018,70.160362
5/11/2018,70.261078
5/14/2018,70.746399
5/15/2018,70.764709
5/16/2018,71.011948
5/17/2018,72.083321
5/18/2018,71.52475
5/21/2018,72.257286
5/22/2018,71.295822
5/23/2018,71.286652
5/24/2018,70.114571
5/25/2018,68.292336
5/29/2018,68.081741
5/30/2018,70.142036
5/31/2018,69.610931
6/1/2018,69.940582
6/4/2018,69.336235
6/5/2018,69.171402
6/6/2018,69.501053
6/7/2018,70.554108
6/8/2018,70.41674
6/11/2018,70.783035
6/12/2018,70.24276
6/13/2018,69.977219
6/14/2018,69.876488
6/15/2018,68.375671
6/18/2018,69.057861
6/19/2018,68.901131
6/20/2018,69.20536
6/21/2018,67.923958
6/22/2018,69.279114
6/25/2018,67.887077
6/26/2018,68.744431
6/27/2018,69.666298
6/28/2018,69.574127
6/29/2018,70.007393
7/2/2018,68.974884
7/3/2018,69.408173
7/5/2018,69.334419
7/6/2018,69.758492
7/9/2018,70.800217
7/10/2018,71.325691
7/11/2018,69.813812
7/12/2018,69.93364
7/13/2018,70.302391
7/16/2018,69.491135
7/17/2018,69.214584
7/18/2018,69.260674
7/19/2018,69.279114
7/20/2018,69.039421
7/23/2018,68.735214
7/24/2018,69.601768
