Date,Adj Close
3/23/2018,46.335453
3/26/2018,46.817127
3/27/2018,47.487701
3/28/2018,47.468811
3/29/2018,47.723816
4/2/2018,47.355476
4/3/2018,47.516041
4/4/2018,47.619926
4/5/2018,47.997715
4/6/2018,47.619926
4/9/2018,47.714375
4/10/2018,47.346035
4/11/2018,47.279919
4/12/2018,46.656574
4/13/2018,47.02491
4/16/2018,47.667152
4/17/2018,48.148827
4/18/2018,47.969379
4/19/2018,47.941048
4/20/2018,47.506592
4/23/2018,47.534927
4/24/2018,47.856049
4/25/2018,47.86549
4/26/2018,48.347164
4/27/2018,48.838291
4/30/2018,48.696613
5/1/2018,48.545502
5/2/2018,48.49828
5/3/2018,48.432163
5/4/2018,48.649391
5/7/2018,48.39439
5/8/2018,47.185471
5/9/2018,46.854908
5/10/2018,47.516041
5/11/2018,47.58215
5/14/2018,47.402699
5/15/2018,47.006023
5/16/2018,46.637684
5/17/2018,46.259899
5/18/2018,46.269341
5/21/2018,46.505459
5/22/2018,46.675461
5/23/2018,47.100471
5/24/2018,47.487701
5/25/2018,47.695484
5/29/2018,47.695484
5/30/2018,48.082714
5/31/2018,48.158276
6/1/2018,47.421589
6/4/2018,47.043808
6/5/2018,46.798241
6/6/2018,45.683773
6/7/2018,46.004894
6/8/2018,45.986
6/11/2018,45.891556
6/12/2018,46.420464
6/13/2018,46.297672
6/14/2018,46.873802
6/15/2018,47.207317
6/18/2018,47.359787
6/19/2018,47.826714
6/20/2018,47.864834
6/21/2018,48.026821
6/22/2018,48.360344
6/25/2018,49.160786
6/26/2018,49.217964
6/27/2018,49.456196
6/28/2018,49.437138
6/29/2018,49.513371
7/2/2018,49.865944
7/3/2018,50.008884
7/5/2018,50.2757
7/6/2018,50.666393
7/9/2018,49.103615
7/10/2018,49.570545
7/11/2018,50.018421
7/12/2018,50.056526
7/13/2018,50.066059
7/16/2018,50.018421
7/17/2018,49.980297
7/18/2018,49.723011
7/19/2018,50.180408
7/20/2018,49.827835
7/23/2018,49.475246
7/24/2018,49.64677
7/25/2018,49.789715
7/26/2018,50.323349
7/27/2018,50.16135
7/30/2018,49.856415
7/31/2018,50.304287
8/1/2018,49.980297
8/2/2018,50.228054
8/3/2018,50.790272
8/6/2018,50.828388
8/7/2018,50.752151
8/8/2018,50.48534
8/9/2018,50.714039
8/10/2018,50.494869
8/13/2018,50.561573
8/14/2018,50.666393
8/15/2018,51.13332
8/16/2018,51.686016
8/17/2018,51.952824
8/20/2018,51.771774
8/21/2018,51.400139
8/22/2018,51.018967
8/23/2018,50.980858
8/24/2018,51.200024
8/27/2018,50.885563
8/28/2018,50.780743
8/29/2018,51.152382
8/30/2018,51.17144
8/31/2018,50.952267
9/4/2018,51.180965
9/5/2018,51.895649
9/6/2018,52.191055
9/7/2018,51.552605
9/10/2018,51.809887
9/11/2018,51.676483
9/12/2018,51.628838
9/13/2018,52.019527
9/14/2018,51.743179
9/17/2018,51.914703
9/18/2018,51.819412
9/19/2018,50.694977
9/20/2018,50.799805
9/21/2018,51.016132
9/24/2018,50.564232
9/25/2018,49.871967
9/26/2018,49.381618
9/27/2018,49.891201
9/28/2018,50.621929
10/1/2018,50.44886
10/2/2018,51.131512
10/3/2018,50.516167
10/4/2018,50.785378
10/5/2018,51.564178
10/8/2018,51.996845
10/9/2018,52.208366
10/10/2018,51.919926
10/11/2018,50.968056
10/12/2018,50.910366
10/15/2018,51.150738
10/16/2018,51.679554
10/17/2018,51.583408
10/18/2018,51.660324
10/19/2018,52.467968
10/22/2018,52.131447
10/23/2018,51.843006
10/24/2018,53.102543
10/25/2018,52.275669
10/26/2018,51.314194
10/29/2018,52.035297
10/30/2018,52.237213
10/31/2018,51.621864
11/1/2018,51.391109
11/2/2018,51.102669
11/5/2018,51.823776
11/6/2018,52.169907
11/7/2018,52.766026
11/8/2018,52.679493
11/9/2018,52.756413
11/12/2018,52.72757
11/13/2018,52.948708
11/14/2018,52.400661
11/15/2018,51.967995
11/16/2018,52.766026
11/19/2018,52.99678
11/20/2018,52.775642
11/21/2018,51.996845
11/23/2018,52.025688
11/26/2018,52.333363
11/27/2018,52.72757
11/28/2018,52.689106
11/29/2018,52.669876
11/30/2018,53.448677
12/3/2018,53.987106
12/4/2018,54.025566
12/6/2018,54.083252
12/7/2018,54.285164
12/10/2018,54.390934
12/11/2018,54.612068
12/12/2018,54.265934
12/13/2018,54.737061
12/14/2018,54.631298
12/17/2018,52.871792
12/18/2018,52.516041
12/19/2018,52.429508
12/20/2018,52.400661
12/21/2018,52.176678
12/24/2018,49.994976
12/26/2018,50.673721
12/27/2018,51.100368
12/28/2018,51.226425
12/31/2018,51.31369
1/2/2019,50.431309
1/3/2019,50.421612
1/4/2019,51.168243
1/7/2019,50.819172
1/8/2019,51.449444
1/9/2019,51.139156
1/10/2019,51.808212
1/11/2019,51.614281
1/14/2019,50.450706
1/15/2019,51.071274
1/16/2019,51.255512
1/17/2019,51.468838
1/18/2019,51.527012
1/22/2019,51.623978
1/23/2019,52.147583
1/24/2019,52.41909
1/25/2019,51.70155
1/28/2019,51.459137
1/29/2019,51.604584
1/30/2019,52.00214
1/31/2019,53.097839
2/1/2019,52.894215
2/4/2019,52.98148
2/5/2019,53.088146
2/6/2019,53.059052
2/7/2019,53.757198
2/8/2019,53.989918
2/11/2019,53.97052
2/12/2019,54.096577
2/13/2019,53.941437
2/14/2019,53.854168
2/15/2019,54.019001
2/19/2019,54.338989
2/20/2019,54.581402
2/21/2019,54.978958
2/22/2019,55.318329
2/25/2019,54.95956
2/26/2019,54.891685
2/27/2019,54.95956
2/28/2019,55.279541
3/1/2019,55.395901
3/4/2019,55.49287
3/5/2019,55.424995
3/6/2019,55.424995
3/7/2019,55.609222
3/8/2019,55.803154
3/11/2019,56.200706
3/12/2019,56.588566
3/13/2019,56.646744
3/14/2019,56.637051
3/15/2019,56.842182
3/18/2019,56.627281
3/19/2019,55.982571
3/20/2019,56.129093
3/21/2019,56.724964
3/22/2019,57.135239
3/25/2019,57.184078
3/26/2019,57.594349
3/27/2019,57.193848
3/28/2019,56.519829
3/29/2019,56.822647
4/1/2019,56.431911
4/2/2019,56.510059
4/3/2019,56.422146
4/4/2019,56.22678
4/5/2019,56.754272
4/8/2019,56.353764
4/9/2019,56.490528
4/10/2019,56.314697
4/11/2019,56.597973
4/12/2019,56.861721
4/15/2019,56.851955
4/16/2019,56.148632
4/17/2019,55.933723
4/18/2019,55.963032
4/22/2019,55.914192
4/23/2019,56.070488
4/24/2019,56.431911
4/25/2019,56.666355
4/26/2019,56.754272
4/29/2019,56.422146
4/30/2019,57.35014
5/1/2019,56.764038
5/2/2019,56.637051
5/3/2019,56.949638
5/6/2019,56.637051
5/7/2019,56.46122
5/8/2019,55.689514
