Date,Open,High,Low,Close,Adj Close,Volume
2018-03-23,102.480003,102.750000,100.150002,100.180000,97.904999,8944600
2018-03-26,101.800003,103.239998,100.809998,103.139999,100.797783,7280300
2018-03-27,103.559998,103.779999,100.470001,101.120003,98.823662,6256300
2018-03-28,100.540001,101.209999,99.180000,99.889999,97.621574,12974400
2018-03-29,100.000000,101.790001,99.279999,101.290001,98.989792,7642500
2018-04-02,100.680000,100.820000,97.480003,98.430000,96.194733,11888300
2018-04-03,99.010002,100.220001,98.260002,99.680000,97.416344,7307900
2018-04-04,98.169998,101.709999,98.070000,101.510002,99.204796,7442800
2018-04-05,102.370003,103.199997,101.800003,102.870003,100.533897,4231500
2018-04-06,101.879997,102.790001,100.029999,100.680000,98.393639,8764900
2018-04-09,101.389999,101.980003,100.339996,100.440002,98.159096,4260100
2018-04-10,101.730003,101.930000,100.750000,101.660004,99.351395,6412200
2018-04-11,101.239998,102.269997,101.000000,101.349998,99.048416,4790100
2018-04-12,101.970001,102.379997,101.430000,101.790001,99.478432,3057400
2018-04-13,102.330002,102.510002,100.849998,101.220001,98.921371,4434200
2018-04-16,101.849998,102.370003,101.389999,101.980003,99.664124,4240500
2018-04-17,102.970001,104.080002,102.970001,103.879997,101.520966,4075500
2018-04-18,104.239998,104.870003,104.150002,104.370003,101.999840,3298300
2018-04-19,104.389999,104.629997,103.540001,104.040001,101.677345,8064500
2018-04-20,104.129997,104.269997,102.559998,102.980003,100.641411,6255100
2018-04-23,103.160004,103.870003,102.580002,103.199997,100.856400,7041000
2018-04-24,103.779999,103.989998,101.029999,101.570000,99.263435,6702000
2018-04-25,101.379997,102.239998,100.519997,101.989998,99.673897,9397300
2018-04-26,102.599998,103.839996,102.389999,103.639999,101.286423,6484700
2018-04-27,105.010002,105.250000,103.860001,104.110001,101.745750,4425600
2018-04-30,104.589996,105.129997,103.690002,103.699997,101.345055,5003100
2018-05-01,103.360001,103.889999,102.550003,103.839996,101.481880,5605400
2018-05-02,103.550003,104.080002,103.019997,103.129997,100.788002,4776700
2018-05-03,102.690002,102.940002,101.360001,102.669998,100.338455,7007700
2018-05-04,102.199997,104.269997,102.070000,104.019997,101.657784,3989600
2018-05-07,104.559998,104.669998,103.989998,104.370003,101.999840,3450000
2018-05-08,104.099998,104.339996,103.370003,103.930000,101.569839,6097400
2018-05-09,104.089996,104.360001,103.440002,104.290001,101.921661,4024800
2018-05-10,104.269997,104.769997,104.129997,104.669998,102.293022,2930800
2018-05-11,104.680000,105.019997,104.540001,104.889999,102.508034,4424100
2018-05-14,105.050003,105.430000,104.940002,105.089996,102.703499,3324900
2018-05-15,104.529999,104.669998,103.989998,104.480003,102.107353,4558000
2018-05-16,104.610001,105.570000,104.610001,105.349998,102.957581,3239200
2018-05-17,105.120003,105.750000,104.739998,105.000000,102.615540,6364500
2018-05-18,104.839996,105.169998,104.639999,104.870003,102.488480,4108900
2018-05-21,105.370003,105.720001,105.099998,105.449997,103.055305,8747300
2018-05-22,105.830002,106.070000,104.910004,104.980003,102.595993,2995100
2018-05-23,104.599998,105.750000,104.470001,105.739998,103.338722,4627200
2018-05-24,105.629997,106.150002,105.110001,105.970001,103.563515,5483500
2018-05-25,105.919998,106.540001,105.809998,106.129997,103.719872,3840900
2018-05-29,105.610001,106.070000,104.900002,105.309998,102.918495,5904100
2018-05-30,105.800003,106.400002,105.559998,106.269997,103.856689,4921600
2018-05-31,106.309998,106.339996,105.400002,105.760002,103.358276,6433500
2018-06-01,106.220001,106.650002,106.110001,106.540001,104.120560,5218700
2018-06-04,106.860001,107.769997,106.809998,107.730003,105.283539,4707400
2018-06-05,107.790001,108.459999,107.580002,108.360001,105.899223,4581000
2018-06-06,108.669998,109.449997,108.169998,109.370003,106.886299,5460400
2018-06-07,109.639999,110.080002,109.330002,109.690002,107.199028,5349900
2018-06-08,109.300003,110.279999,109.199997,109.919998,107.423805,3843500
2018-06-11,109.930000,110.599998,109.930000,110.360001,107.853806,3184600
2018-06-12,110.559998,111.089996,110.489998,110.889999,108.371780,3488200
2018-06-13,110.980003,111.639999,110.860001,111.059998,108.537918,5052500
2018-06-14,111.419998,112.239998,111.370003,112.220001,109.671585,4191600
2018-06-15,111.419998,112.209999,111.349998,112.110001,109.851868,9106700
2018-06-18,111.370003,112.150002,111.160004,111.919998,109.665688,4023700
