Date,Price
11/3/2016,72.163994
11/4/2016,72.086357
11/7/2016,73.708008
11/8/2016,74.238853
11/9/2016,75.056877
11/10/2016,75.753059
11/11/2016,74.552132
11/14/2016,74.212746
11/15/2016,75.552895
11/16/2016,74.621758
11/17/2016,74.16925
11/18/2016,74.212746
11/21/2016,75.265709
11/22/2016,75.431068
11/23/2016,75.639908
11/25/2016,75.81395
11/28/2016,75.248314
11/29/2016,74.752296
11/30/2016,75.970604
12/1/2016,75.918381
12/2/2016,75.744347
12/5/2016,76.127251
12/6/2016,76.196854
12/7/2016,76.640663
12/8/2016,76.858223
12/9/2016,77.449982
12/12/2016,79.173035
12/13/2016,80.565384
12/14/2016,78.824936
12/15/2016,79.094711
12/16/2016,79.347076
12/19/2016,78.685707
12/20/2016,78.694412
12/21/2016,78.563866
12/22/2016,79.077309
12/23/2016,78.938072
12/27/2016,78.972885
12/28/2016,78.581284
12/29/2016,78.624802
12/30/2016,78.546463
1/3/2017,79.094711
1/4/2017,78.22448
1/5/2017,77.05838
1/6/2017,77.014885
1/9/2017,75.744347
1/10/2017,74.778397
1/11/2017,75.544189
1/12/2017,75.135185
1/13/2017,75.14389
1/17/2017,76.02282
1/18/2017,75.082962
1/19/2017,73.734146
1/20/2017,74.743584
1/23/2017,73.942978
1/24/2017,74.047394
1/25/2017,74.264961
1/26/2017,74.491226
1/27/2017,74.412903
1/30/2017,73.847252
1/31/2017,73.003128
2/1/2017,72.17643
2/2/2017,72.620232
2/3/2017,72.698563
2/6/2017,72.498405
2/7/2017,72.028488
2/8/2017,71.554283
2/9/2017,71.870422
2/10/2017,72.467575
2/13/2017,72.889114
2/14/2017,72.731026
2/15/2017,73.029625
2/16/2017,72.274384
2/17/2017,71.800156
2/21/2017,71.914322
2/22/2017,71.071266
2/23/2017,71.817719
2/24/2017,71.202988
2/27/2017,71.606964
2/28/2017,71.413773
3/1/2017,72.90667
3/2/2017,73.152565
3/3/2017,72.414894
3/6/2017,72.739822
3/7/2017,72.467575
3/8/2017,71.159073
3/9/2017,71.72113
3/10/2017,71.668434
3/13/2017,71.501587
3/14/2017,71.123955
3/15/2017,72.010933
3/16/2017,72.072403
3/17/2017,72.010933
3/20/2017,72.010933
3/21/2017,71.861641
3/22/2017,71.800156
3/23/2017,71.88797
3/24/2017,71.334717
3/27/2017,71.352287
3/28/2017,71.870422
3/29/2017,72.028488
3/30/2017,73.50383
3/31/2017,72.019707
4/3/2017,72.072403
4/4/2017,72.335861
4/5/2017,72.476379
4/6/2017,72.897896
4/7/2017,72.678352
4/10/2017,73.003273
4/11/2017,72.748596
4/12/2017,72.862755
4/13/2017,71.738701
4/17/2017,71.64209
4/18/2017,71.176643
4/19/2017,70.684883
4/20/2017,71.141541
4/21/2017,70.860504
4/24/2017,71.229355
4/25/2017,71.773819
4/26/2017,71.484016
4/27/2017,71.361069
4/28/2017,71.70356
5/1/2017,72.063606
5/2/2017,72.054832
5/3/2017,72.625656
5/4/2017,71.694778
5/5/2017,72.028488
5/8/2017,72.792496
5/9/2017,72.283157
5/10/2017,72.611153
5/11/2017,73.231689
5/12/2017,73.178505
5/15/2017,73.400116
5/16/2017,73.178505
5/17/2017,72.682076
5/18/2017,72.469322
5/19/2017,72.628883
5/22/2017,72.948006
5/23/2017,73.205093
5/24/2017,72.948006
5/25/2017,72.469322
5/26/2017,72.29203
5/30/2017,71.893112
5/31/2017,71.361229
6/1/2017,71.538528
6/2/2017,70.474754
6/5/2017,71.024361
6/6/2017,71.990623
6/7/2017,71.724678
6/8/2017,71.467606
6/9/2017,72.806175
6/12/2017,73.515358
6/13/2017,73.541946
6/14/2017,72.752991
6/15/2017,72.921425
6/16/2017,74.011795
6/19/2017,73.36467
6/20/2017,72.965752
6/21/2017,72.194519
6/22/2017,71.875389
6/23/2017,72.345215
6/26/2017,72.01722
6/27/2017,71.901993
6/28/2017,72.2743
6/29/2017,71.538528
6/30/2017,71.565117
7/3/2017,72.779587
7/5/2017,71.671494
7/6/2017,71.024361
7/7/2017,71.113014
7/10/2017,71.059822
7/11/2017,71.449867
7/12/2017,71.769005
7/13/2017,71.77787
7/14/2017,72.052673
7/17/2017,71.680351
7/18/2017,71.449867
7/19/2017,71.671494
7/20/2017,71.680351
7/21/2017,71.024361
7/24/2017,70.802742
7/25/2017,71.157333
7/26/2017,71.245995
7/27/2017,71.653755
7/28/2017,70.5634
7/31/2017,70.953453
8/1/2017,71.068703
8/2/2017,71.449867
8/3/2017,71.352371
8/4/2017,71.104156
8/7/2017,71.059822
8/8/2017,70.882523
8/9/2017,71.104156
8/10/2017,70.683479
8/11/2017,70.003212
8/14/2017,70.021126
8/15/2017,69.851051
8/16/2017,69.340858
8/17/2017,68.257835
8/18/2017,68.597954
8/21/2017,68.36525
8/22/2017,68.687477
8/23/2017,68.571106
8/24/2017,68.320496
8/25/2017,68.669571
8/28/2017,68.445801
8/29/2017,68.427902
8/30/2017,68.114624
8/31/2017,68.320496
9/1/2017,68.535309
9/5/2017,69.081299
9/6/2017,70.513397
9/7/2017,70.737167
9/8/2017,70.54921
9/11/2017,70.93409
9/12/2017,71.15786
9/13/2017,71.399521
9/14/2017,71.685936
9/15/2017,71.668045
9/18/2017,71.685936
9/19/2017,71.802299
9/20/2017,72.097679
9/21/2017,71.506927
9/22/2017,71.533775
9/25/2017,72.482552
9/26/2017,72.402008
9/27/2017,72.885338
9/28/2017,73.565598
9/29/2017,73.377625
10/2/2017,73.064346
10/3/2017,73.180702
10/4/2017,73.20755
10/5/2017,73.413422
10/6/2017,73.135956
10/9/2017,73.422371
10/10/2017,73.628242
10/11/2017,73.932564
10/12/2017,73.780411
10/13/2017,73.762512
10/16/2017,74.120514
10/17/2017,74.254784
10/18/2017,74.075783
10/19/2017,74.057869
10/20/2017,74.389046
10/23/2017,74.505402
10/24/2017,74.711273
10/25/2017,74.442749
10/26/2017,74.711273
10/27/2017,74.926094
10/30/2017,74.773933
10/31/2017,74.603867
11/1/2017,75.069298
11/2/2017,74.764977
11/3/2017,74.451698
11/6/2017,74.961891
11/7/2017,74.809738
11/8/2017,74.711273
11/9/2017,75.158806
11/10/2017,74.923935
11/13/2017,74.878761
11/14/2017,74.29158
11/15/2017,73.361137
11/16/2017,72.773941
11/17/2017,72.484879
11/20/2017,72.764931
11/21/2017,73.053993
11/22/2017,73.261757
11/24/2017,73.550842
11/27/2017,73.270805
11/28/2017,73.776672
11/29/2017,74.318687
11/30/2017,75.240105
12/1/2017,75.393684
12/4/2017,75.49305
12/5/2017,74.878761
12/6/2017,74.327713
12/7/2017,74.571632
12/8/2017,74.671005
12/11/2017,75.005226
12/12/2017,74.761337
12/13/2017,75.08654
12/14/2017,74.88781
12/15/2017,75.005226
12/18/2017,74.923935
12/19/2017,74.472267
12/20/2017,74.860703
12/21/2017,75.745979
12/22/2017,75.854385
12/26/2017,75.863426
12/27/2017,75.791153
12/28/2017,75.899551
12/29/2017,75.556274
1/2/2018,76.811943
1/3/2018,78.320534
1/4/2018,78.428947
1/5/2018,78.3657
1/8/2018,78.718002
1/9/2018,78.383781
1/10/2018,77.760445
1/11/2018,78.528297
1/12/2018,79.061279
1/16/2018,78.564438
1/17/2018,79.494904
1/18/2018,78.979965
1/19/2018,78.727043
1/22/2018,79.720726
1/23/2018,79.7659
1/24/2018,79.973671
1/25/2018,79.829117
1/26/2018,80.398247
1/29/2018,79.503922
1/30/2018,78.392815
1/31/2018,78.862549
2/1/2018,80.461479
2/2/2018,76.36026
2/5/2018,72.015137
2/6/2018,70.777557
2/7/2018,69.50383
2/8/2018,68.717918
2/9/2018,69.155952
