     Date     Volume 
 19030327     761263 
 19030328     458484 
 19030330     574000 
 19030331     588732 
 19030401     346168 
 19030402     256566 
 19030403     621247 
 19030404     218657 
 19030406     437266 
 19030407     381985 
 19030408     254673 
 19030409     615632 
 19030410     C      
 19030411     C      
 19030413    1102072 
 19030414     786273 
 19030415     497308 
 19030416     428935 
 19030417     647876 
 19030418     218057 
 19030420     545757 
 19030421     654364 
 19030422     C      
 19030423     444611 
 19030424     345153 
 19030425     199241 
 19030427     309820 
 19030428     415252 
 19030429     361446 
 19030430     323961 
 19030501     179338 
 19030502     112072 
 19030504     348589 
 19030505     452513 
 19030506     269091 
 19030507     316705 
 19030508     253855 
 19030509     149248 
 19030511     289185 
 19030512     318138 
 19030513     430704 
 19030514     335415 
 19030515     427680 
 19030516     186416 
 19030518     587305 
 19030519     469419 
 19030520     735717 
 19030521     667879 
 19030522     556421 
 19030523     349334 
 19030525     993102 
 19030526     573997 
 19030527     505124 
 19030528     698861 
 19030529     402879 
 19030530     C      
 19030601     435074 
 19030602     606741 
 19030603     632278 
 19030604     584805 
 19030605     706267 
 19030606     264020 
 19030608     724566 
 19030609     712626 
 19030610    1082688 
 19030611     768299 
 19030612     962470 
 19030613     388800 
 19030615     623375 
 19030616     741693 
 19030617     602275 
 19030618     461825 
 19030619     438573 
 19030620     187085 
 19030622     279196 
 19030623     275109 
 19030624     328134 
 19030625     194100 
 19030626     168300 
 19030627     130001 
 19030629     631263 
 19030630     590570 
 19030701     313266 
 19030702     236912 
 19030703     154212 
 19030704     C      
 19030706     140820 
 19030707     201668 
 19030708     167704 
 19030709     411886 
 19030710     760847 
 19030711     346525 
 19030713     818131 
 19030714     641957 
 19030715    1142507 
 19030716     717756 
 19030717     579729 
 19030718     230165 
 19030720     592153 
 19030721     732054 
 19030722     635296 
 19030723     539411 
 19030724    1158188 
 19030725     374115 
 19030727     603288 
 19030728     571590 
 19030729     439755 
 19030730     414351 
 19030731     237943 
 19030801     116213 
 19030803     193632 
 19030804     604639 
 19030805     941492 
 19030806     877079 
 19030807     499493 
 19030808     408861 
 19030810     676013 
 19030811     479582 
 19030812     700015 
 19030813    1042506 
 19030814     814642 
 19030815     370504 
 19030817     644967 
 19030818    1077311 
 19030819     796457 
 19030820     561894 
 19030821     506055 
 19030822     111315 
 19030824     245606 
 19030825     212315 
 19030826     178055 
 19030827     129051 
 19030828     215531 
 19030829     101159 
 19030831     394332 
 19030901     174460 
 19030902     251565 
 19030903     224170 
 19030904     199652 
 19030906     C      
 19030907     C      
 19030908     258810 
 19030909     149973 
 19030910     266120 
 19030911     340153 
 19030912     112859 
 19030914     469819 
 19030915     559787 
 19030916     289392 
 19030917     421543 
 19030918     267330 
 19030919     252206 
 19030921     381629 
 19030922     250402 
 19030923     370843 
 19030924     731836 
 19030925     837553 
 19030926     337885 
 19030928     859447 
 19030929     793955 
 19030930     672453 
 19031001     670339 
 19031002     706024 
 19031003     213967 
 19031005     345781 
 19031006     292303 
 19031007     417205 
 19031008     424199 
 19031009     423351 
 19031010     179899 
 19031012     629581 
 19031013     450928 
 19031014     321621 
 19031015     310544 
 19031016     589389 
 19031017     339833 
 19031019     616576 
 19031020     484655 
 19031021     593481 
 19031022     446143 
 19031023     250301 
 19031024     109024 
 19031026     272304 
 19031027     638683 
 19031028     364389 
 19031029     213389 
 19031030     140592 
 19031031      62366 
 19031102     151373 
 19031103     C      
 19031104     382555 
 19031105     458088 
 19031106     531376 
 19031107     176968 
 19031109     407796 
 19031110     755692 
 19031111     690014 
 19031112     716335 
 19031113     524854 
 19031114     218596 
 19031116     457286 
 19031117     366960 
 19031118     393044 
 19031119     483310 
 19031120     556662 
 19031121     153670 
 19031123     388171 
 19031124     391329 
 19031125     266764 
 19031126     C      
 19031127     353231 
 19031128     106570 
 19031130     390220 
 19031201     477507 
 19031202     450849 
 19031203     816307 
 19031204     959730 
 19031205     299517 
 19031207     542591 
 19031208     915738 
 19031209     735599 
 19031210     817960 
 19031211     746515 
 19031212     343058 
 19031214     499827 
 19031215     414815 
 19031216     225213 
 19031217     293422 
 19031218     377521 
 19031219     259702 
 19031221     383853 
 19031222     195502 
 19031223     292631 
 19031224     250479 
 19031225     C      
 19031226     C      
 19031228     622478 
 19031229     702294 
 19031230     594413 
 19031231     288689 
 19040101     C      
 19040102     340749 
 19040104     537562 
 19040105     354897 
 19040106     673123 
 19040107     302143 
 19040108     289890 
 19040109     206711 
 19040111     410491 
 19040112     278582 
 19040113     179098 
 19040114     313349 
 19040115     246042 
 19040116      86979 
 19040118     388908 
 19040119     436633 
 19040120     517779 
 19040121     853466 
 19040122     910464 
 19040123     332569 
 19040125     587347 
 19040126     362378 
 19040127     497302 
 19040128     563961 
 19040129     346675 
 19040130     193857 
 19040201     350828 
 19040202     259733 
 19040203     373754 
 19040204     458793 
 19040205     455890 
 19040206     334092 
 19040208     864750 
 19040209     556104 
 19040210     529695 
 19040211     244033 
 19040212     C      
 19040213      84527 
 19040215     131749 
 19040216     190119 
 19040217     260339 
 19040218     186645 
 19040219     198682 
 19040220     146712 
 19040222     C      
 19040223     428466 
 19040224     442680 
 19040225     306000 
 19040226     251694 
