MBS DATA,,,,,,,,,,
Trade date,Contractual settlement date,Trade amount,Agency,Coupon,Term,CUSIP,Transaction category,Price,Primary dealer,Investment manager
Mar 5 2010,May 13 2010,100.0,FHLMC,5.0,30 YR,02R05065,Purchase,103.34,Credit Suisse Securities (USA) LLC,Wellington Management Company
Mar 5 2010,Apr 13 2010,100.0,FNMA,4.5,30 YR,01F04264,Purchase,100.60,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 5 2010,Apr 13 2010,100.0,FNMA,4.5,30 YR,01F04264,Purchase,100.61,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 5 2010,Apr 13 2010,100.0,FHLMC,4.5,30 YR,02R04264,Purchase,100.88,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 5 2010,May 13 2010,100.0,FHLMC,5.0,30 YR,02R05065,Purchase,103.33,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 5 2010,Apr 13 2010,200.0,FNMA,5.5,30 YR,01F05264,Purchase,105.15,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 5 2010,Apr 13 2010,300.0,FNMA,5.5,30 YR,01F05264,Purchase,105.27,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 5 2010,Mar 11 2010,200.0,FNMA,5.5,30 YR,01F05263,Sale,105.47,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 5 2010,Mar 11 2010,300.0,FNMA,5.5,30 YR,01F05263,Sale,105.59,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 5 2010,Apr 13 2010,100.0,FNMA,4.5,30 YR,01F04264,Purchase,100.73,"Goldman, Sachs & Co.",Wellington Management Company
Mar 5 2010,May 13 2010,100.0,FHLMC,5.0,30 YR,02R05065,Purchase,103.20,"Goldman, Sachs & Co.",Wellington Management Company
Mar 5 2010,Apr 13 2010,150.0,FNMA,5.5,30 YR,01F05264,Purchase,105.17,"Goldman, Sachs & Co.",Wellington Management Company
Mar 5 2010,Mar 11 2010,150.0,FNMA,5.5,30 YR,01F05263,Sale,105.49,"Goldman, Sachs & Co.",Wellington Management Company
Mar 5 2010,Apr 13 2010,300.0,FNMA,5.5,30 YR,01F05264,Purchase,105.27,Morgan Stanley & Co. Incorporated,Wellington Management Company
Mar 5 2010,Mar 11 2010,300.0,FNMA,5.5,30 YR,01F05263,Sale,105.59,Morgan Stanley & Co. Incorporated,Wellington Management Company
Mar 5 2010,Apr 13 2010,100.0,FNMA,4.5,30 YR,01F04264,Purchase,100.82,Mizuho Securities USA Inc.,Wellington Management Company
Mar 5 2010,Apr 13 2010,100.0,FNMA,4.5,30 YR,01F04264,Purchase,100.83,Mizuho Securities USA Inc.,Wellington Management Company
Mar 5 2010,Apr 13 2010,100.0,FHLMC,4.5,30 YR,02R04264,Purchase,100.80,"Nomura Securities International, Inc.",Wellington Management Company
Mar 5 2010,Apr 13 2010,100.0,FHLMC,4.5,30 YR,02R04264,Purchase,100.81,"Nomura Securities International, Inc.",Wellington Management Company
Mar 5 2010,Apr 13 2010,150.0,FNMA,5.5,30 YR,01F05264,Purchase,105.14,RBS Securities Inc.,Wellington Management Company
Mar 5 2010,Apr 13 2010,150.0,FNMA,5.5,30 YR,01F05264,Purchase,105.27,RBS Securities Inc.,Wellington Management Company
Mar 5 2010,Mar 11 2010,150.0,FNMA,5.5,30 YR,01F05263,Sale,105.46,RBS Securities Inc.,Wellington Management Company
Mar 5 2010,Mar 11 2010,150.0,FNMA,5.5,30 YR,01F05263,Sale,105.59,RBS Securities Inc.,Wellington Management Company
Mar 5 2010,Apr 19 2010,100.0,FNMA,4.0,15 YR,01F04044,Purchase,101.71,UBS Securities LLC,Wellington Management Company
Mar 5 2010,Apr 19 2010,100.0,FNMA,4.0,15 YR,01F04044,Purchase,101.73,UBS Securities LLC,Wellington Management Company
Mar 5 2010,Apr 13 2010,100.0,FHLMC,4.5,30 YR,02R04264,Purchase,100.81,UBS Securities LLC,Wellington Management Company
Mar 5 2010,May 13 2010,100.0,FHLMC,5.0,30 YR,02R05065,Purchase,103.35,UBS Securities LLC,Wellington Management Company
Mar 8 2010,Mar 11 2010,100.0,FNMA,4.5,30 YR,01F04263,Purchase,101.09,Barclays Capital Inc.,Wellington Management Company
Mar 8 2010,Apr 13 2010,450.0,FNMA,5.5,30 YR,01F05264,Purchase,105.19,Barclays Capital Inc.,Wellington Management Company
Mar 8 2010,Apr 13 2010,450.0,FNMA,5.5,30 YR,01F05264,Purchase,105.21,Barclays Capital Inc.,Wellington Management Company
Mar 8 2010,Mar 11 2010,450.0,FNMA,5.5,30 YR,01F05263,Sale,105.52,Barclays Capital Inc.,Wellington Management Company
Mar 8 2010,Mar 11 2010,450.0,FNMA,5.5,30 YR,01F05263,Sale,105.53,Barclays Capital Inc.,Wellington Management Company
Mar 8 2010,Apr 19 2010,100.0,FNMA,4.0,15 YR,01F04044,Purchase,101.78,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 8 2010,Mar 11 2010,100.0,FNMA,4.5,30 YR,01F04263,Purchase,101.17,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 8 2010,Apr 19 2010,100.0,FNMA,4.0,15 YR,01F04044,Purchase,101.73,Citigroup Global Markets Inc.,Wellington Management Company
Mar 8 2010,Mar 11 2010,100.0,FNMA,4.5,30 YR,01F04263,Purchase,101.15,Citigroup Global Markets Inc.,Wellington Management Company
Mar 8 2010,Apr 13 2010,100.0,FNMA,4.5,30 YR,01F04264,Purchase,100.81,Citigroup Global Markets Inc.,Wellington Management Company
Mar 8 2010,Apr 13 2010,100.0,FHLMC,4.5,30 YR,02R04264,Purchase,100.84,Citigroup Global Markets Inc.,Wellington Management Company
Mar 8 2010,Apr 13 2010,500.0,FNMA,5.0,30 YR,01F05064,Purchase,103.45,Credit Suisse Securities (USA) LLC,Wellington Management Company
Mar 8 2010,Apr 13 2010,150.0,FNMA,5.5,30 YR,01F05264,Purchase,105.17,Credit Suisse Securities (USA) LLC,Wellington Management Company
Mar 8 2010,Mar 11 2010,500.0,FNMA,5.0,30 YR,01F05063,Sale,103.90,Credit Suisse Securities (USA) LLC,Wellington Management Company
Mar 8 2010,Mar 11 2010,150.0,FNMA,5.5,30 YR,01F05263,Sale,105.49,Credit Suisse Securities (USA) LLC,Wellington Management Company
Mar 8 2010,May 13 2010,100.0,FHLMC,5.0,30 YR,02R05065,Purchase,103.28,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 8 2010,Apr 13 2010,200.0,FNMA,5.5,30 YR,01F05264,Purchase,105.16,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 8 2010,Apr 13 2010,600.0,FNMA,5.5,30 YR,01F05264,Purchase,105.18,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 8 2010,Mar 11 2010,200.0,FNMA,5.5,30 YR,01F05263,Sale,105.48,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 8 2010,Mar 11 2010,600.0,FNMA,5.5,30 YR,01F05263,Sale,105.50,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 8 2010,Mar 11 2010,100.0,FNMA,4.5,30 YR,01F04263,Purchase,101.09,"Goldman, Sachs & Co.",Wellington Management Company
Mar 8 2010,May 13 2010,100.0,FHLMC,4.5,30 YR,02R04265,Purchase,100.38,"Goldman, Sachs & Co.",Wellington Management Company
Mar 8 2010,Apr 13 2010,500.0,FNMA,5.0,30 YR,01F05064,Purchase,103.45,"Goldman, Sachs & Co.",Wellington Management Company
Mar 8 2010,Apr 13 2010,600.0,FNMA,5.5,30 YR,01F05264,Purchase,105.16,"Goldman, Sachs & Co.",Wellington Management Company
Mar 8 2010,Mar 11 2010,500.0,FNMA,5.0,30 YR,01F05063,Sale,103.90,"Goldman, Sachs & Co.",Wellington Management Company
Mar 8 2010,Mar 11 2010,600.0,FNMA,5.5,30 YR,01F05263,Sale,105.48,"Goldman, Sachs & Co.",Wellington Management Company
Mar 8 2010,Mar 11 2010,100.0,FNMA,4.5,30 YR,01F04263,Purchase,101.15,J.P. Morgan Securities LLC,Wellington Management Company
Mar 8 2010,Apr 13 2010,1.8,FNMA,4.0,30 YR,01F04064,Purchase,97.91,J.P. Morgan Securities LLC,Wellington Management Company
Mar 8 2010,Mar 11 2010,1.8,FNMA,4.0,30 YR,31371MKW,Sale,98.25,J.P. Morgan Securities LLC,Wellington Management Company
Mar 8 2010,Apr 13 2010,100.0,FNMA,4.5,30 YR,01F04264,Purchase,100.76,Morgan Stanley & Co. Incorporated,Wellington Management Company
Mar 8 2010,Apr 13 2010,100.0,FNMA,4.5,30 YR,01F04264,Purchase,100.81,Morgan Stanley & Co. Incorporated,Wellington Management Company
Mar 8 2010,Apr 13 2010,100.0,FNMA,4.5,30 YR,01F04264,Purchase,100.81,Morgan Stanley & Co. Incorporated,Wellington Management Company
Mar 8 2010,Apr 13 2010,100.0,FHLMC,5.0,30 YR,02R05064,Purchase,103.67,Morgan Stanley & Co. Incorporated,Wellington Management Company
Mar 8 2010,May 13 2010,100.0,FHLMC,5.0,30 YR,02R05065,Purchase,103.26,Morgan Stanley & Co. Incorporated,Wellington Management Company
Mar 8 2010,Apr 13 2010,600.0,FNMA,5.5,30 YR,01F05264,Purchase,105.16,Morgan Stanley & Co. Incorporated,Wellington Management Company
Mar 8 2010,Apr 13 2010,600.0,FNMA,5.5,30 YR,01F05264,Purchase,105.16,Morgan Stanley & Co. Incorporated,Wellington Management Company
Mar 8 2010,Mar 11 2010,600.0,FNMA,5.5,30 YR,01F05263,Sale,105.48,Morgan Stanley & Co. Incorporated,Wellington Management Company
Mar 8 2010,Mar 11 2010,600.0,FNMA,5.5,30 YR,01F05263,Sale,105.48,Morgan Stanley & Co. Incorporated,Wellington Management Company
Mar 8 2010,Apr 13 2010,100.0,FNMA,4.5,30 YR,01F04264,Purchase,100.80,Mizuho Securities USA Inc.,Wellington Management Company
Mar 8 2010,Apr 13 2010,450.0,FNMA,5.5,30 YR,01F05264,Purchase,105.16,"Nomura Securities International, Inc.",Wellington Management Company
Mar 8 2010,Mar 11 2010,450.0,FNMA,5.5,30 YR,01F05263,Sale,105.48,"Nomura Securities International, Inc.",Wellington Management Company
Mar 8 2010,Apr 13 2010,0.4,FNMA,5.5,30 YR,01F05264,Purchase,105.25,RBS Securities Inc.,Wellington Management Company
Mar 8 2010,Apr 13 2010,450.0,FNMA,5.5,30 YR,01F05264,Purchase,105.16,RBS Securities Inc.,Wellington Management Company
Mar 8 2010,Apr 13 2010,450.0,FNMA,5.5,30 YR,01F05264,Purchase,105.16,RBS Securities Inc.,Wellington Management Company
Mar 8 2010,Mar 11 2010,450.0,FNMA,5.5,30 YR,01F05263,Sale,105.48,RBS Securities Inc.,Wellington Management Company
Mar 8 2010,Mar 11 2010,450.0,FNMA,5.5,30 YR,01F05263,Sale,105.48,RBS Securities Inc.,Wellington Management Company
Mar 8 2010,Mar 11 2010,0.4,FNMA,5.5,30 YR,31417YD9,Sale,105.58,RBS Securities Inc.,Wellington Management Company
Mar 8 2010,Apr 19 2010,100.0,FNMA,4.0,15 YR,01F04044,Purchase,101.73,UBS Securities LLC,Wellington Management Company
Mar 9 2010,Apr 19 2010,100.0,FNMA,4.0,15 YR,01F04044,Purchase,101.89,Barclays Capital Inc.,Wellington Management Company
Mar 9 2010,Apr 13 2010,100.0,FNMA,4.5,30 YR,01F04264,Purchase,100.87,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 9 2010,Apr 13 2010,100.0,FNMA,4.5,30 YR,01F04264,Purchase,101.02,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 9 2010,Apr 13 2010,100.0,FNMA,4.5,30 YR,01F04264,Purchase,101.02,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 9 2010,Apr 13 2010,100.0,FHLMC,4.5,30 YR,02R04264,Purchase,101.04,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 9 2010,Apr 13 2010,750.0,FNMA,5.0,30 YR,01F05064,Purchase,103.59,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 9 2010,Apr 13 2010,150.0,FNMA,5.5,30 YR,01F05264,Purchase,105.31,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 9 2010,Mar 11 2010,750.0,FNMA,5.0,30 YR,01F05063,Sale,104.04,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 9 2010,Mar 11 2010,150.0,FNMA,5.5,30 YR,01F05263,Sale,105.66,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 9 2010,Apr 13 2010,500.0,FNMA,5.5,30 YR,01F05264,Purchase,105.27,BNP Paribas Securities Corp.,Wellington Management Company
Mar 9 2010,Mar 11 2010,500.0,FNMA,5.5,30 YR,01F05263,Sale,105.63,BNP Paribas Securities Corp.,Wellington Management Company
Mar 9 2010,Apr 13 2010,200.0,FNMA,5.0,30 YR,01F05064,Purchase,103.63,Citigroup Global Markets Inc.,Wellington Management Company
Mar 9 2010,Apr 13 2010,750.0,FNMA,5.0,30 YR,01F05064,Purchase,103.64,Citigroup Global Markets Inc.,Wellington Management Company
Mar 9 2010,Apr 13 2010,400.0,FNMA,5.5,30 YR,01F05264,Purchase,105.31,Citigroup Global Markets Inc.,Wellington Management Company
Mar 9 2010,Mar 11 2010,200.0,FNMA,5.0,30 YR,01F05063,Sale,104.07,Citigroup Global Markets Inc.,Wellington Management Company
Mar 9 2010,Mar 11 2010,750.0,FNMA,5.0,30 YR,01F05063,Sale,104.09,Citigroup Global Markets Inc.,Wellington Management Company
Mar 9 2010,Mar 11 2010,400.0,FNMA,5.5,30 YR,01F05263,Sale,105.66,Citigroup Global Markets Inc.,Wellington Management Company
Mar 9 2010,Apr 19 2010,100.0,FHLMC,4.5,15 YR,02R04244,Purchase,104.07,Credit Suisse Securities (USA) LLC,Wellington Management Company
Mar 9 2010,Apr 13 2010,300.0,FNMA,5.0,30 YR,01F05064,Purchase,103.61,Credit Suisse Securities (USA) LLC,Wellington Management Company
Mar 9 2010,Apr 13 2010,750.0,FNMA,5.0,30 YR,01F05064,Purchase,103.61,Credit Suisse Securities (USA) LLC,Wellington Management Company
Mar 9 2010,Mar 11 2010,300.0,FNMA,5.0,30 YR,01F05063,Sale,104.06,Credit Suisse Securities (USA) LLC,Wellington Management Company
Mar 9 2010,Mar 11 2010,750.0,FNMA,5.0,30 YR,01F05063,Sale,104.06,Credit Suisse Securities (USA) LLC,Wellington Management Company
Mar 9 2010,Apr 13 2010,100.0,FHLMC,4.0,30 YR,02R04064,Purchase,97.86,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 9 2010,Apr 13 2010,100.0,FHLMC,4.5,30 YR,02R04264,Purchase,100.92,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 9 2010,Apr 13 2010,100.0,FHLMC,4.5,30 YR,02R04264,Purchase,100.97,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 9 2010,Apr 13 2010,750.0,FNMA,5.0,30 YR,01F05064,Purchase,103.66,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 9 2010,Apr 13 2010,500.0,FNMA,5.5,30 YR,01F05264,Purchase,105.27,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 9 2010,Apr 13 2010,500.0,FNMA,5.5,30 YR,01F05264,Purchase,105.35,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 9 2010,Mar 11 2010,750.0,FNMA,5.0,30 YR,01F05063,Sale,104.10,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 9 2010,Mar 11 2010,500.0,FNMA,5.5,30 YR,01F05263,Sale,105.63,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 9 2010,Mar 11 2010,500.0,FNMA,5.5,30 YR,01F05263,Sale,105.71,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 9 2010,Apr 13 2010,100.0,FNMA,4.5,30 YR,01F04264,Purchase,100.86,"Goldman, Sachs & Co.",Wellington Management Company
Mar 9 2010,Apr 13 2010,100.0,FHLMC,4.5,30 YR,02R04264,Purchase,101.04,"Goldman, Sachs & Co.",Wellington Management Company
Mar 9 2010,Apr 13 2010,500.0,FNMA,5.0,30 YR,01F05064,Purchase,103.63,"Goldman, Sachs & Co.",Wellington Management Company
Mar 9 2010,Apr 13 2010,500.0,FNMA,5.0,30 YR,01F05064,Purchase,103.63,"Goldman, Sachs & Co.",Wellington Management Company
Mar 9 2010,Apr 13 2010,450.0,FNMA,5.5,30 YR,01F05264,Purchase,105.31,"Goldman, Sachs & Co.",Wellington Management Company
Mar 9 2010,Mar 11 2010,500.0,FNMA,5.0,30 YR,01F05063,Sale,104.07,"Goldman, Sachs & Co.",Wellington Management Company
Mar 9 2010,Mar 11 2010,500.0,FNMA,5.0,30 YR,01F05063,Sale,104.07,"Goldman, Sachs & Co.",Wellington Management Company
Mar 9 2010,Mar 11 2010,450.0,FNMA,5.5,30 YR,01F05263,Sale,105.66,"Goldman, Sachs & Co.",Wellington Management Company
Mar 9 2010,Apr 19 2010,100.0,FNMA,4.0,15 YR,01F04044,Purchase,101.91,J.P. Morgan Securities LLC,Wellington Management Company
Mar 9 2010,Apr 13 2010,100.0,FHLMC,4.0,30 YR,02R04064,Purchase,97.88,J.P. Morgan Securities LLC,Wellington Management Company
Mar 9 2010,Apr 13 2010,100.0,FHLMC,4.5,30 YR,02R04264,Purchase,100.97,J.P. Morgan Securities LLC,Wellington Management Company
Mar 9 2010,Apr 13 2010,200.0,FNMA,5.0,30 YR,01F05064,Purchase,103.59,J.P. Morgan Securities LLC,Wellington Management Company
Mar 9 2010,Apr 13 2010,500.0,FNMA,5.0,30 YR,01F05064,Purchase,103.61,J.P. Morgan Securities LLC,Wellington Management Company
Mar 9 2010,Mar 11 2010,200.0,FNMA,5.0,30 YR,01F05063,Sale,104.04,J.P. Morgan Securities LLC,Wellington Management Company
Mar 9 2010,Mar 11 2010,500.0,FNMA,5.0,30 YR,01F05063,Sale,104.06,J.P. Morgan Securities LLC,Wellington Management Company
Mar 9 2010,Apr 13 2010,200.0,FNMA,5.0,30 YR,01F05064,Purchase,103.63,Morgan Stanley & Co. Incorporated,Wellington Management Company
Mar 9 2010,Apr 13 2010,500.0,FNMA,5.0,30 YR,01F05064,Purchase,103.66,Morgan Stanley & Co. Incorporated,Wellington Management Company
Mar 9 2010,Mar 11 2010,200.0,FNMA,5.0,30 YR,01F05063,Sale,104.07,Morgan Stanley & Co. Incorporated,Wellington Management Company
Mar 9 2010,Mar 11 2010,500.0,FNMA,5.0,30 YR,01F05063,Sale,104.11,Morgan Stanley & Co. Incorporated,Wellington Management Company
Mar 9 2010,Apr 13 2010,100.0,FHLMC,4.5,30 YR,02R04264,Purchase,101.03,Mizuho Securities USA Inc.,Wellington Management Company
Mar 9 2010,May 13 2010,100.0,FNMA,4.5,30 YR,01F04265,Purchase,100.66,"Nomura Securities International, Inc.",Wellington Management Company
Mar 9 2010,Apr 13 2010,750.0,FNMA,5.0,30 YR,01F05064,Purchase,103.64,"Nomura Securities International, Inc.",Wellington Management Company
Mar 9 2010,Mar 11 2010,750.0,FNMA,5.0,30 YR,01F05063,Sale,104.09,"Nomura Securities International, Inc.",Wellington Management Company
Mar 9 2010,Apr 13 2010,500.0,FNMA,5.0,30 YR,01F05064,Purchase,103.66,RBS Securities Inc.,Wellington Management Company
Mar 9 2010,Mar 11 2010,500.0,FNMA,5.0,30 YR,01F05063,Sale,104.10,RBS Securities Inc.,Wellington Management Company
Mar 9 2010,Apr 19 2010,100.0,FNMA,4.0,15 YR,01F04044,Purchase,101.87,UBS Securities LLC,Wellington Management Company
Mar 9 2010,Apr 19 2010,100.0,FNMA,4.0,15 YR,01F04044,Purchase,101.91,UBS Securities LLC,Wellington Management Company
Mar 9 2010,Apr 13 2010,100.0,FNMA,4.5,30 YR,01F04264,Purchase,101.02,UBS Securities LLC,Wellington Management Company
Mar 9 2010,Apr 13 2010,100.0,FHLMC,4.0,30 YR,02R04064,Purchase,97.98,UBS Securities LLC,Wellington Management Company
Mar 10 2010,Apr 19 2010,100.0,FNMA,4.0,15 YR,01F04044,Purchase,101.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 10 2010,May 13 2010,100.0,FNMA,4.5,30 YR,01F04265,Purchase,100.51,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 10 2010,May 13 2010,100.0,FNMA,4.5,30 YR,01F04265,Purchase,100.52,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 10 2010,May 13 2010,100.0,FNMA,4.5,30 YR,01F04265,Purchase,100.64,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 10 2010,Apr 13 2010,100.0,FHLMC,4.5,30 YR,02R04264,Purchase,100.95,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 10 2010,Apr 13 2010,100.0,FNMA,4.0,30 YR,01F04064,Purchase,97.89,Citigroup Global Markets Inc.,Wellington Management Company
Mar 10 2010,May 13 2010,100.0,FNMA,4.5,30 YR,01F04265,Purchase,100.65,Citigroup Global Markets Inc.,Wellington Management Company
Mar 10 2010,Apr 13 2010,100.0,FHLMC,4.5,30 YR,02R04264,Purchase,101.00,Citigroup Global Markets Inc.,Wellington Management Company
Mar 10 2010,Apr 13 2010,500.0,FNMA,5.5,30 YR,01F05264,Purchase,105.38,Citigroup Global Markets Inc.,Wellington Management Company
Mar 10 2010,Mar 12 2010,500.0,FNMA,5.5,30 YR,01F05263,Sale,105.76,Citigroup Global Markets Inc.,Wellington Management Company
Mar 10 2010,Apr 13 2010,50.0,FNMA,5.5,30 YR,01F05264,Purchase,105.38,Cantor Fitzgerald & Co.,Wellington Management Company
Mar 10 2010,Mar 12 2010,50.0,FNMA,5.5,30 YR,01F05263,Sale,105.73,Cantor Fitzgerald & Co.,Wellington Management Company
Mar 10 2010,May 13 2010,100.0,FNMA,4.5,30 YR,01F04265,Purchase,100.59,Credit Suisse Securities (USA) LLC,Wellington Management Company
Mar 10 2010,Apr 13 2010,100.0,FHLMC,4.0,30 YR,02R04064,Purchase,97.83,Credit Suisse Securities (USA) LLC,Wellington Management Company
Mar 10 2010,May 13 2010,100.0,FNMA,4.5,30 YR,01F04265,Purchase,100.50,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 10 2010,Apr 13 2010,100.0,FHLMC,4.5,30 YR,02R04264,Purchase,100.95,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 10 2010,Apr 13 2010,675.0,FNMA,5.5,30 YR,01F05264,Purchase,105.38,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 10 2010,Mar 12 2010,675.0,FNMA,5.5,30 YR,01F05263,Sale,105.75,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 10 2010,Apr 13 2010,100.0,FHLMC,4.5,30 YR,02R04264,Purchase,101.00,"Goldman, Sachs & Co.",Wellington Management Company
Mar 10 2010,Apr 19 2010,100.0,FNMA,4.5,15 YR,01F04244,Purchase,104.04,J.P. Morgan Securities LLC,Wellington Management Company
Mar 10 2010,Apr 13 2010,100.0,FNMA,4.0,30 YR,01F04064,Purchase,97.89,Morgan Stanley & Co. Incorporated,Wellington Management Company
Mar 10 2010,May 13 2010,100.0,FNMA,4.5,30 YR,01F04265,Purchase,100.52,Morgan Stanley & Co. Incorporated,Wellington Management Company
Mar 10 2010,May 13 2010,100.0,FHLMC,4.5,30 YR,02R04265,Purchase,100.70,Morgan Stanley & Co. Incorporated,Wellington Management Company
Mar 10 2010,May 13 2010,100.0,FHLMC,4.5,30 YR,02R04265,Purchase,100.70,"Nomura Securities International, Inc.",Wellington Management Company
Mar 10 2010,Apr 13 2010,548.0,FNMA,5.5,30 YR,01F05264,Purchase,105.38,"Nomura Securities International, Inc.",Wellington Management Company
Mar 10 2010,Mar 12 2010,548.0,FNMA,5.5,30 YR,01F05263,Sale,105.73,"Nomura Securities International, Inc.",Wellington Management Company
Mar 10 2010,May 13 2010,100.0,FNMA,4.5,30 YR,01F04265,Purchase,100.51,RBS Securities Inc.,Wellington Management Company
Mar 10 2010,Apr 19 2010,100.0,FNMA,4.0,15 YR,01F04044,Purchase,101.86,UBS Securities LLC,Wellington Management Company
Mar 10 2010,Apr 13 2010,100.0,FHLMC,4.5,30 YR,02R04264,Purchase,101.03,UBS Securities LLC,Wellington Management Company
Mar 11 2010,Apr 13 2010,100.0,FHLMC,4.5,30 YR,02R04264,Purchase,101.02,Barclays Capital Inc.,FRBNY
Mar 11 2010,May 13 2010,100.0,FHLMC,5.0,30 YR,02R05065,Purchase,103.56,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",FRBNY
Mar 11 2010,Apr 13 2010,100.0,FHLMC,4.0,30 YR,02R04064,Purchase,97.80,Credit Suisse Securities (USA) LLC,FRBNY
Mar 11 2010,May 13 2010,100.0,FHLMC,4.5,30 YR,02R04265,Purchase,100.66,Credit Suisse Securities (USA) LLC,FRBNY
Mar 11 2010,May 13 2010,100.0,FHLMC,5.0,30 YR,02R05065,Purchase,103.49,Credit Suisse Securities (USA) LLC,FRBNY
Mar 11 2010,Jun 14 2010,100.0,FHLMC,5.0,30 YR,02R05066,Purchase,103.09,Credit Suisse Securities (USA) LLC,FRBNY
Mar 11 2010,Jun 14 2010,100.0,FHLMC,5.0,30 YR,02R05066,Purchase,103.09,Credit Suisse Securities (USA) LLC,FRBNY
Mar 11 2010,Apr 13 2010,100.0,FNMA,4.5,30 YR,01F04264,Purchase,100.98,Deutsche Bank Securities Inc.,FRBNY
Mar 11 2010,May 13 2010,100.0,FNMA,4.5,30 YR,01F04265,Purchase,100.51,Deutsche Bank Securities Inc.,FRBNY
Mar 11 2010,May 13 2010,100.0,FNMA,4.5,30 YR,01F04265,Purchase,100.60,Deutsche Bank Securities Inc.,FRBNY
Mar 11 2010,May 13 2010,100.0,FNMA,4.5,30 YR,01F04265,Purchase,100.62,Deutsche Bank Securities Inc.,FRBNY
Mar 11 2010,May 13 2010,100.0,FHLMC,5.0,30 YR,02R05065,Purchase,103.59,Deutsche Bank Securities Inc.,FRBNY
Mar 11 2010,May 18 2010,100.0,FNMA,4.0,15 YR,01F04045,Purchase,101.58,"Goldman, Sachs & Co.",FRBNY
Mar 11 2010,May 13 2010,100.0,FHLMC,4.5,30 YR,02R04265,Purchase,100.59,J.P. Morgan Securities LLC,FRBNY
Mar 11 2010,Jun 14 2010,100.0,FHLMC,4.5,30 YR,02R04266,Purchase,100.25,J.P. Morgan Securities LLC,FRBNY
Mar 11 2010,Apr 19 2010,100.0,FNMA,4.5,15 YR,01F04244,Purchase,104.08,Morgan Stanley & Co. Incorporated,FRBNY
Mar 11 2010,Apr 13 2010,100.0,FNMA,4.5,30 YR,01F04264,Purchase,100.95,Morgan Stanley & Co. Incorporated,FRBNY
Mar 11 2010,Apr 13 2010,100.0,FNMA,4.5,30 YR,01F04264,Purchase,100.96,Morgan Stanley & Co. Incorporated,FRBNY
Mar 11 2010,May 13 2010,100.0,FNMA,4.5,30 YR,01F04265,Purchase,100.52,Morgan Stanley & Co. Incorporated,FRBNY
Mar 11 2010,May 13 2010,100.0,FNMA,4.5,30 YR,01F04265,Purchase,100.60,"Nomura Securities International, Inc.",FRBNY
Mar 12 2010,Apr 13 2010,101.0,FNMA,5.0,30 YR,01F05064,Purchase,103.56,Barclays Capital Inc.,Wellington Management Company
Mar 12 2010,Mar 16 2010,101.0,FNMA,5.0,30 YR,01F05063,Sale,103.95,Barclays Capital Inc.,Wellington Management Company
