MBS DATA,,,,,,,,,,
Trade date,Contractual settlement date,Trade amount,Agency,Coupon,Term,CUSIP,Transaction category,Price,Primary dealer,Investment manager
Mar 20 2009,May 12 2009,300.0,FNMA,6.0,30 YR,01F06065,Sale,103.81,Credit Suisse Securities (USA) LLC,BlackRock
Mar 20 2009,May 12 2009,300.0,FNMA,6.0,30 YR,01F06065,Sale,103.81,Credit Suisse Securities (USA) LLC,BlackRock
Mar 20 2009,May 12 2009,300.0,FNMA,6.0,30 YR,01F06065,Sale,103.83,Credit Suisse Securities (USA) LLC,BlackRock
Mar 20 2009,Apr 13 2009,300.0,FNMA,6.0,30 YR,01F06064,Purchase,104.14,Deutsche Bank Securities Inc.,BlackRock
Mar 20 2009,May 12 2009,300.0,FNMA,6.0,30 YR,01F06065,Sale,103.89,Deutsche Bank Securities Inc.,BlackRock
Mar 20 2009,Apr 13 2009,200.0,FNMA,5.5,30 YR,01F05264,Purchase,103.60,Morgan Stanley & Co. Incorporated,BlackRock
Mar 20 2009,May 12 2009,200.0,FNMA,5.5,30 YR,01F05265,Sale,103.34,Morgan Stanley & Co. Incorporated,BlackRock
Mar 20 2009,Apr 13 2009,250.0,FHLMC,4.0,30 YR,02R04064,Purchase,100.41,Barclays Capital Inc.,PIMCO
Mar 20 2009,Apr 13 2009,500.0,FHLMC,4.0,30 YR,02R04064,Purchase,100.36,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Mar 20 2009,Apr 13 2009,250.0,FNMA,4.0,30 YR,01F04064,Purchase,100.39,Citigroup Global Markets Inc.,PIMCO
Mar 20 2009,Apr 13 2009,500.0,FNMA,4.0,30 YR,01F04064,Purchase,100.32,Citigroup Global Markets Inc.,PIMCO
Mar 20 2009,Apr 13 2009,250.0,FHLMC,4.0,30 YR,02R04064,Purchase,100.40,Citigroup Global Markets Inc.,PIMCO
Mar 20 2009,Apr 13 2009,250.0,FNMA,4.0,30 YR,01F04064,Purchase,100.47,Credit Suisse Securities (USA) LLC,PIMCO
Mar 20 2009,Apr 13 2009,500.0,FNMA,4.5,30 YR,01F04264,Purchase,101.98,Credit Suisse Securities (USA) LLC,PIMCO
Mar 20 2009,Apr 13 2009,250.0,FHLMC,4.0,30 YR,02R04064,Purchase,100.36,Credit Suisse Securities (USA) LLC,PIMCO
Mar 20 2009,Apr 13 2009,250.0,FHLMC,4.0,30 YR,02R04064,Purchase,100.38,Credit Suisse Securities (USA) LLC,PIMCO
Mar 20 2009,Apr 13 2009,250.0,FHLMC,4.0,30 YR,02R04064,Purchase,100.46,Credit Suisse Securities (USA) LLC,PIMCO
Mar 20 2009,Apr 13 2009,500.0,FHLMC,4.0,30 YR,02R04064,Purchase,100.30,Credit Suisse Securities (USA) LLC,PIMCO
Mar 20 2009,Apr 13 2009,500.0,FHLMC,4.0,30 YR,02R04064,Purchase,100.35,Credit Suisse Securities (USA) LLC,PIMCO
Mar 20 2009,Apr 13 2009,500.0,FHLMC,4.0,30 YR,02R04064,Purchase,100.36,Credit Suisse Securities (USA) LLC,PIMCO
Mar 20 2009,Apr 13 2009,500.0,FHLMC,4.0,30 YR,02R04064,Purchase,100.44,Credit Suisse Securities (USA) LLC,PIMCO
Mar 20 2009,Apr 13 2009,500.0,FNMA,4.0,30 YR,01F04064,Purchase,100.38,Deutsche Bank Securities Inc.,PIMCO
Mar 20 2009,Apr 13 2009,250.0,FHLMC,4.0,30 YR,02R04064,Purchase,100.42,Deutsche Bank Securities Inc.,PIMCO
Mar 20 2009,Apr 13 2009,500.0,FHLMC,4.0,30 YR,02R04064,Purchase,100.36,Deutsche Bank Securities Inc.,PIMCO
Mar 20 2009,Apr 13 2009,500.0,FHLMC,4.0,30 YR,02R04064,Purchase,100.41,Deutsche Bank Securities Inc.,PIMCO
Mar 20 2009,Apr 13 2009,500.0,FHLMC,4.0,30 YR,02R04064,Purchase,100.40,J.P. Morgan Securities LLC,PIMCO
Mar 20 2009,Apr 13 2009,250.0,FHLMC,4.0,30 YR,02R04064,Purchase,100.38,Morgan Stanley & Co. Incorporated,PIMCO
Mar 23 2009,Apr 13 2009,500.0,FNMA,6.0,30 YR,01F06064,Purchase,104.14,Barclays Capital Inc.,PIMCO
Mar 23 2009,May 12 2009,500.0,FNMA,6.0,30 YR,01F06065,Sale,103.88,Barclays Capital Inc.,PIMCO
Mar 23 2009,Apr 13 2009,250.0,FNMA,5.5,30 YR,01F05264,Purchase,103.50,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Mar 23 2009,May 12 2009,250.0,FNMA,5.5,30 YR,01F05265,Sale,103.23,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Mar 23 2009,Apr 13 2009,250.0,FNMA,5.5,30 YR,01F05264,Purchase,103.53,BNP Paribas Securities Corp.,PIMCO
Mar 23 2009,Apr 13 2009,250.0,FNMA,6.0,30 YR,01F06064,Purchase,104.12,BNP Paribas Securities Corp.,PIMCO
Mar 23 2009,May 12 2009,250.0,FNMA,5.5,30 YR,01F05265,Sale,103.27,BNP Paribas Securities Corp.,PIMCO
Mar 23 2009,May 12 2009,250.0,FNMA,6.0,30 YR,01F06065,Sale,103.86,BNP Paribas Securities Corp.,PIMCO
Mar 23 2009,Apr 13 2009,500.0,FNMA,5.5,30 YR,01F05264,Purchase,103.56,Credit Suisse Securities (USA) LLC,PIMCO
Mar 23 2009,May 12 2009,500.0,FNMA,5.5,30 YR,01F05265,Sale,103.30,Credit Suisse Securities (USA) LLC,PIMCO
Mar 23 2009,Apr 13 2009,250.0,FNMA,5.5,30 YR,01F05264,Purchase,103.56,"Goldman, Sachs & Co.",PIMCO
Mar 23 2009,May 12 2009,250.0,FNMA,5.5,30 YR,01F05265,Sale,103.30,"Goldman, Sachs & Co.",PIMCO
Mar 23 2009,Apr 13 2009,250.0,FNMA,6.0,30 YR,01F06064,Purchase,104.16,Morgan Stanley & Co. Incorporated,PIMCO
Mar 23 2009,May 12 2009,250.0,FNMA,6.0,30 YR,01F06065,Sale,103.89,Morgan Stanley & Co. Incorporated,PIMCO
Mar 23 2009,Apr 13 2009,500.0,FNMA,5.5,30 YR,01F05264,Purchase,103.57,RBS Securities Inc.,PIMCO
Mar 23 2009,Apr 13 2009,250.0,FNMA,6.0,30 YR,01F06064,Purchase,104.14,RBS Securities Inc.,PIMCO
Mar 23 2009,May 12 2009,500.0,FNMA,5.5,30 YR,01F05265,Sale,103.31,RBS Securities Inc.,PIMCO
Mar 23 2009,May 12 2009,250.0,FNMA,6.0,30 YR,01F06065,Sale,103.88,RBS Securities Inc.,PIMCO
Mar 23 2009,May 12 2009,250.0,FHLMC,4.0,30 YR,02R04065,Purchase,100.05,Barclays Capital Inc.,Wellington Management Company
Mar 23 2009,Apr 13 2009,250.0,FHLMC,4.5,30 YR,02R04264,Purchase,101.96,Barclays Capital Inc.,Wellington Management Company
Mar 23 2009,May 18 2009,100.0,FNMA,4.0,15 YR,01F04045,Purchase,100.91,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 23 2009,May 12 2009,250.0,FNMA,4.5,30 YR,01F04265,Purchase,101.59,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 23 2009,May 12 2009,250.0,FHLMC,4.0,30 YR,02R04065,Purchase,100.06,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 23 2009,May 12 2009,250.0,FNMA,4.0,30 YR,01F04065,Purchase,100.00,BNP Paribas Securities Corp.,Wellington Management Company
Mar 23 2009,May 12 2009,250.0,FNMA,4.0,30 YR,01F04065,Purchase,100.08,BNP Paribas Securities Corp.,Wellington Management Company
Mar 23 2009,Apr 13 2009,250.0,FHLMC,4.0,30 YR,02R04064,Purchase,100.25,BNP Paribas Securities Corp.,Wellington Management Company
Mar 23 2009,Apr 13 2009,250.0,FHLMC,4.5,30 YR,02R04264,Purchase,101.98,Citigroup Global Markets Inc.,Wellington Management Company
Mar 23 2009,May 18 2009,100.0,FNMA,4.0,15 YR,01F04045,Purchase,100.89,Cantor Fitzgerald & Co.,Wellington Management Company
Mar 23 2009,May 18 2009,100.0,FNMA,4.0,15 YR,01F04045,Purchase,100.95,Credit Suisse Securities (USA) LLC,Wellington Management Company
Mar 23 2009,May 12 2009,250.0,FNMA,4.5,30 YR,01F04265,Purchase,101.69,Credit Suisse Securities (USA) LLC,Wellington Management Company
Mar 23 2009,Apr 13 2009,250.0,FHLMC,4.0,30 YR,02R04064,Purchase,100.36,Credit Suisse Securities (USA) LLC,Wellington Management Company
Mar 23 2009,May 12 2009,250.0,FHLMC,4.0,30 YR,02R04065,Purchase,99.90,Credit Suisse Securities (USA) LLC,Wellington Management Company
Mar 23 2009,May 12 2009,250.0,FHLMC,4.0,30 YR,02R04065,Purchase,100.01,Credit Suisse Securities (USA) LLC,Wellington Management Company
Mar 23 2009,May 12 2009,300.0,FHLMC,4.0,30 YR,02R04065,Purchase,99.90,Credit Suisse Securities (USA) LLC,Wellington Management Company
Mar 23 2009,Apr 13 2009,250.0,FHLMC,4.5,30 YR,02R04264,Purchase,101.82,Credit Suisse Securities (USA) LLC,Wellington Management Company
Mar 23 2009,May 12 2009,250.0,FNMA,4.0,30 YR,01F04065,Purchase,100.00,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 23 2009,May 12 2009,250.0,FHLMC,4.0,30 YR,02R04065,Purchase,99.92,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 23 2009,May 12 2009,500.0,FHLMC,4.0,30 YR,02R04065,Purchase,99.95,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 23 2009,May 18 2009,100.0,FNMA,4.0,15 YR,01F04045,Purchase,100.90,J.P. Morgan Securities LLC,Wellington Management Company
Mar 23 2009,May 12 2009,250.0,FNMA,4.5,30 YR,01F04265,Purchase,101.63,J.P. Morgan Securities LLC,Wellington Management Company
Mar 23 2009,Apr 13 2009,250.0,FHLMC,4.5,30 YR,02R04264,Purchase,101.96,J.P. Morgan Securities LLC,Wellington Management Company
Mar 23 2009,Apr 13 2009,500.0,FHLMC,4.5,30 YR,02R04264,Purchase,101.83,Morgan Stanley & Co. Incorporated,Wellington Management Company
Mar 23 2009,May 12 2009,250.0,FNMA,4.0,30 YR,01F04065,Purchase,99.97,RBS Securities Inc.,Wellington Management Company
Mar 23 2009,May 18 2009,100.0,FNMA,4.0,15 YR,01F04045,Purchase,100.90,UBS Securities LLC,Wellington Management Company
Mar 23 2009,May 12 2009,250.0,FNMA,4.5,30 YR,01F04265,Purchase,101.61,UBS Securities LLC,Wellington Management Company
Mar 23 2009,May 12 2009,200.0,FHLMC,4.0,30 YR,02R04065,Purchase,99.91,UBS Securities LLC,Wellington Management Company
Mar 24 2009,May 18 2009,100.0,FNMA,4.0,15 YR,01F04045,Purchase,100.75,Barclays Capital Inc.,BlackRock
Mar 24 2009,May 12 2009,200.0,FNMA,4.0,30 YR,01F04065,Purchase,99.82,Barclays Capital Inc.,BlackRock
Mar 24 2009,May 12 2009,200.0,FNMA,4.0,30 YR,01F04065,Purchase,99.98,Barclays Capital Inc.,BlackRock
Mar 24 2009,May 12 2009,250.0,FNMA,4.0,30 YR,01F04065,Purchase,99.82,Barclays Capital Inc.,BlackRock
Mar 24 2009,May 18 2009,100.0,FHLMC,4.0,15 YR,02R04045,Purchase,100.55,Barclays Capital Inc.,BlackRock
Mar 24 2009,May 12 2009,250.0,FHLMC,4.0,30 YR,02R04065,Purchase,99.89,Barclays Capital Inc.,BlackRock
Mar 24 2009,May 12 2009,250.0,FHLMC,4.5,30 YR,02R04265,Purchase,101.47,Barclays Capital Inc.,BlackRock
Mar 24 2009,May 12 2009,250.0,FNMA,4.0,30 YR,01F04065,Purchase,99.76,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",BlackRock
Mar 24 2009,May 12 2009,100.0,FNMA,4.5,30 YR,01F04265,Purchase,101.48,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",BlackRock
Mar 24 2009,May 12 2009,300.0,FNMA,4.5,30 YR,01F04265,Purchase,101.48,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",BlackRock
Mar 24 2009,May 12 2009,200.0,FHLMC,4.0,30 YR,02R04065,Purchase,99.70,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",BlackRock
Mar 24 2009,May 12 2009,200.0,FHLMC,4.5,30 YR,02R04265,Purchase,101.37,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",BlackRock
Mar 24 2009,May 12 2009,200.0,FNMA,4.5,30 YR,01F04265,Purchase,101.51,BNP Paribas Securities Corp.,BlackRock
Mar 24 2009,May 12 2009,250.0,FNMA,4.5,30 YR,01F04265,Purchase,101.48,BNP Paribas Securities Corp.,BlackRock
Mar 24 2009,May 12 2009,250.0,FNMA,4.5,30 YR,01F04265,Purchase,101.50,BNP Paribas Securities Corp.,BlackRock
Mar 24 2009,May 12 2009,100.0,FNMA,4.0,30 YR,01F04065,Purchase,99.84,Citigroup Global Markets Inc.,BlackRock
Mar 24 2009,May 12 2009,250.0,FNMA,4.5,30 YR,01F04265,Purchase,101.47,Citigroup Global Markets Inc.,BlackRock
Mar 24 2009,May 12 2009,200.0,FNMA,4.0,30 YR,01F04065,Purchase,99.73,Credit Suisse Securities (USA) LLC,BlackRock
Mar 24 2009,May 12 2009,200.0,FHLMC,4.0,30 YR,02R04065,Purchase,99.84,Credit Suisse Securities (USA) LLC,BlackRock
Mar 24 2009,May 12 2009,200.0,FHLMC,4.5,30 YR,02R04265,Purchase,101.38,Credit Suisse Securities (USA) LLC,BlackRock
Mar 24 2009,May 12 2009,250.0,FHLMC,4.5,30 YR,02R04265,Purchase,101.43,Credit Suisse Securities (USA) LLC,BlackRock
Mar 24 2009,May 12 2009,200.0,FNMA,4.0,30 YR,01F04065,Purchase,99.76,Deutsche Bank Securities Inc.,BlackRock
Mar 24 2009,May 12 2009,200.0,FNMA,4.0,30 YR,01F04065,Purchase,99.79,Deutsche Bank Securities Inc.,BlackRock
Mar 24 2009,May 12 2009,250.0,FNMA,4.5,30 YR,01F04265,Purchase,101.46,Deutsche Bank Securities Inc.,BlackRock
Mar 24 2009,May 12 2009,250.0,FNMA,4.5,30 YR,01F04265,Purchase,101.51,Deutsche Bank Securities Inc.,BlackRock
Mar 24 2009,May 12 2009,250.0,FNMA,4.5,30 YR,01F04265,Purchase,101.52,Deutsche Bank Securities Inc.,BlackRock
Mar 24 2009,May 12 2009,300.0,FNMA,4.5,30 YR,01F04265,Purchase,101.54,Deutsche Bank Securities Inc.,BlackRock
Mar 24 2009,May 12 2009,250.0,FNMA,4.0,30 YR,01F04065,Purchase,99.84,J.P. Morgan Securities LLC,BlackRock
Mar 24 2009,May 12 2009,200.0,FNMA,4.0,30 YR,01F04065,Purchase,99.72,Morgan Stanley & Co. Incorporated,BlackRock
Mar 24 2009,May 12 2009,100.0,FHLMC,4.5,30 YR,02R04265,Purchase,101.37,Morgan Stanley & Co. Incorporated,BlackRock
Mar 24 2009,May 12 2009,250.0,FHLMC,4.5,30 YR,02R04265,Purchase,101.39,Morgan Stanley & Co. Incorporated,BlackRock
Mar 24 2009,May 12 2009,250.0,FHLMC,4.5,30 YR,02R04265,Purchase,101.46,Morgan Stanley & Co. Incorporated,BlackRock
Mar 24 2009,May 18 2009,100.0,FNMA,4.0,15 YR,01F04045,Purchase,100.77,UBS Securities LLC,BlackRock
Mar 24 2009,May 12 2009,200.0,FNMA,4.0,30 YR,01F04065,Purchase,99.76,UBS Securities LLC,BlackRock
Mar 24 2009,Apr 13 2009,800.0,FNMA,5.5,30 YR,01F05264,Purchase,103.47,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 24 2009,May 12 2009,800.0,FNMA,5.5,30 YR,01F05265,Sale,103.20,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 24 2009,Apr 13 2009,400.0,FNMA,5.5,30 YR,01F05264,Purchase,103.48,Citigroup Global Markets Inc.,Wellington Management Company
Mar 24 2009,Apr 13 2009,500.0,FNMA,6.0,30 YR,01F06064,Purchase,104.13,Citigroup Global Markets Inc.,Wellington Management Company
Mar 24 2009,May 12 2009,400.0,FNMA,5.5,30 YR,01F05265,Sale,103.22,Citigroup Global Markets Inc.,Wellington Management Company
Mar 24 2009,May 12 2009,500.0,FNMA,6.0,30 YR,01F06065,Sale,103.86,Citigroup Global Markets Inc.,Wellington Management Company
Mar 24 2009,Apr 13 2009,500.0,FNMA,6.0,30 YR,01F06064,Purchase,104.20,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 24 2009,May 12 2009,500.0,FNMA,6.0,30 YR,01F06065,Sale,103.94,Deutsche Bank Securities Inc.,Wellington Management Company
Mar 24 2009,Apr 13 2009,800.0,FNMA,5.5,30 YR,01F05264,Purchase,103.50,Morgan Stanley & Co. Incorporated,Wellington Management Company
Mar 24 2009,May 12 2009,800.0,FNMA,5.5,30 YR,01F05265,Sale,103.23,Morgan Stanley & Co. Incorporated,Wellington Management Company
Mar 24 2009,Apr 13 2009,500.0,FNMA,5.5,30 YR,01F05264,Purchase,103.48,RBS Securities Inc.,Wellington Management Company
Mar 24 2009,May 12 2009,500.0,FNMA,5.5,30 YR,01F05265,Sale,103.22,RBS Securities Inc.,Wellington Management Company
Mar 25 2009,Apr 13 2009,250.0,FNMA,5.0,30 YR,01F05064,Purchase,102.75,Barclays Capital Inc.,BlackRock
Mar 25 2009,Apr 13 2009,250.0,FNMA,6.0,30 YR,01F06064,Purchase,104.13,Barclays Capital Inc.,BlackRock
Mar 25 2009,May 12 2009,250.0,FNMA,5.0,30 YR,01F05065,Sale,102.45,Barclays Capital Inc.,BlackRock
Mar 25 2009,May 12 2009,250.0,FNMA,6.0,30 YR,01F06065,Sale,103.86,Barclays Capital Inc.,BlackRock
Mar 25 2009,Apr 13 2009,250.0,FNMA,5.5,30 YR,01F05264,Purchase,103.47,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",BlackRock
Mar 25 2009,May 12 2009,250.0,FNMA,5.5,30 YR,01F05265,Sale,103.20,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",BlackRock
Mar 25 2009,Apr 13 2009,250.0,FNMA,6.0,30 YR,01F06064,Purchase,104.19,Credit Suisse Securities (USA) LLC,BlackRock
Mar 25 2009,May 12 2009,250.0,FNMA,6.0,30 YR,01F06065,Sale,103.92,Credit Suisse Securities (USA) LLC,BlackRock
Mar 25 2009,Apr 13 2009,250.0,FNMA,5.5,30 YR,01F05264,Purchase,103.45,Deutsche Bank Securities Inc.,BlackRock
Mar 25 2009,Apr 13 2009,250.0,FNMA,5.5,30 YR,01F05264,Purchase,103.46,Deutsche Bank Securities Inc.,BlackRock
Mar 25 2009,Apr 13 2009,250.0,FNMA,5.5,30 YR,01F05264,Purchase,103.49,Deutsche Bank Securities Inc.,BlackRock
Mar 25 2009,May 12 2009,250.0,FNMA,5.5,30 YR,01F05265,Sale,103.19,Deutsche Bank Securities Inc.,BlackRock
Mar 25 2009,May 12 2009,250.0,FNMA,5.5,30 YR,01F05265,Sale,103.19,Deutsche Bank Securities Inc.,BlackRock
Mar 25 2009,May 12 2009,250.0,FNMA,5.5,30 YR,01F05265,Sale,103.22,Deutsche Bank Securities Inc.,BlackRock
Mar 25 2009,Apr 13 2009,250.0,FNMA,5.5,30 YR,01F05264,Purchase,103.47,"Goldman, Sachs & Co.",BlackRock
Mar 25 2009,May 12 2009,250.0,FNMA,5.5,30 YR,01F05265,Sale,103.20,"Goldman, Sachs & Co.",BlackRock
Mar 25 2009,Apr 13 2009,250.0,FNMA,5.0,30 YR,01F05064,Purchase,102.83,Morgan Stanley & Co. Incorporated,BlackRock
Mar 25 2009,Apr 13 2009,250.0,FNMA,5.0,30 YR,01F05064,Purchase,102.86,Morgan Stanley & Co. Incorporated,BlackRock
Mar 25 2009,Apr 13 2009,250.0,FNMA,5.5,30 YR,01F05264,Purchase,103.44,Morgan Stanley & Co. Incorporated,BlackRock
Mar 25 2009,May 12 2009,250.0,FNMA,5.0,30 YR,01F05065,Sale,102.54,Morgan Stanley & Co. Incorporated,BlackRock
Mar 25 2009,May 12 2009,250.0,FNMA,5.0,30 YR,01F05065,Sale,102.57,Morgan Stanley & Co. Incorporated,BlackRock
Mar 25 2009,May 12 2009,250.0,FNMA,5.5,30 YR,01F05265,Sale,103.17,Morgan Stanley & Co. Incorporated,BlackRock
Mar 25 2009,Apr 13 2009,250.0,FNMA,6.0,30 YR,01F06064,Purchase,104.16,UBS Securities LLC,BlackRock
Mar 25 2009,May 12 2009,250.0,FNMA,6.0,30 YR,01F06065,Sale,103.89,UBS Securities LLC,BlackRock
Mar 25 2009,Apr 13 2009,250.0,FNMA,4.5,30 YR,01F04264,Purchase,101.74,Barclays Capital Inc.,PIMCO
Mar 25 2009,Apr 13 2009,500.0,FNMA,4.5,30 YR,01F04264,Purchase,101.74,Barclays Capital Inc.,PIMCO
Mar 25 2009,Apr 13 2009,250.0,FNMA,4.0,30 YR,01F04064,Purchase,100.09,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Mar 25 2009,Apr 13 2009,250.0,FNMA,4.0,30 YR,01F04064,Purchase,100.11,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Mar 25 2009,Apr 13 2009,500.0,FNMA,4.5,30 YR,01F04264,Purchase,101.75,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Mar 25 2009,Apr 20 2009,250.0,GNMA,4.5,30 YR,01N04264,Purchase,101.95,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Mar 25 2009,Apr 13 2009,250.0,FNMA,4.5,30 YR,01F04264,Purchase,101.84,BNP Paribas Securities Corp.,PIMCO
Mar 25 2009,Apr 13 2009,250.0,FNMA,4.0,30 YR,01F04064,Purchase,100.27,Citigroup Global Markets Inc.,PIMCO
Mar 25 2009,Apr 13 2009,250.0,FNMA,4.5,30 YR,01F04264,Purchase,101.71,Credit Suisse Securities (USA) LLC,PIMCO
Mar 25 2009,Apr 13 2009,250.0,FNMA,4.5,30 YR,01F04264,Purchase,101.73,Credit Suisse Securities (USA) LLC,PIMCO
Mar 25 2009,Apr 13 2009,250.0,FNMA,4.5,30 YR,01F04264,Purchase,101.83,Credit Suisse Securities (USA) LLC,PIMCO
Mar 25 2009,Apr 13 2009,250.0,FNMA,4.5,30 YR,01F04264,Purchase,101.86,Credit Suisse Securities (USA) LLC,PIMCO
Mar 25 2009,Apr 13 2009,550.0,FNMA,4.5,30 YR,01F04264,Purchase,101.72,Credit Suisse Securities (USA) LLC,PIMCO
Mar 25 2009,May 19 2009,250.0,GNMA,4.0,30 YR,01N04065,Purchase,99.96,Credit Suisse Securities (USA) LLC,PIMCO
Mar 25 2009,Apr 20 2009,250.0,GNMA,4.5,30 YR,01N04264,Purchase,101.84,Credit Suisse Securities (USA) LLC,PIMCO
Mar 25 2009,Apr 13 2009,250.0,FHLMC,4.5,30 YR,02R04264,Purchase,102.00,Credit Suisse Securities (USA) LLC,PIMCO
Mar 25 2009,Mar 31 2009,250.0,FNMA,4.0,30 YR,31416HQY,Purchase,100.34,Credit Suisse Securities (USA) LLC,PIMCO
Mar 25 2009,Apr 13 2009,250.0,FNMA,4.0,30 YR,01F04064,Purchase,100.20,Deutsche Bank Securities Inc.,PIMCO
Mar 25 2009,Apr 13 2009,200.0,FNMA,4.5,30 YR,01F04264,Purchase,101.84,"Goldman, Sachs & Co.",PIMCO
Mar 25 2009,Apr 20 2009,250.0,GNMA,4.5,30 YR,01N04264,Purchase,101.95,J.P. Morgan Securities LLC,PIMCO
Mar 25 2009,Apr 20 2009,250.0,GNMA,4.5,30 YR,01N04264,Purchase,101.95,Morgan Stanley & Co. Incorporated,PIMCO
Mar 26 2009,Apr 13 2009,500.0,FNMA,5.5,30 YR,01F05264,Purchase,103.57,BNP Paribas Securities Corp.,PIMCO
Mar 26 2009,May 12 2009,500.0,FNMA,5.5,30 YR,01F05265,Sale,103.30,BNP Paribas Securities Corp.,PIMCO
Mar 26 2009,Apr 13 2009,500.0,FNMA,5.5,30 YR,01F05264,Purchase,103.44,"Goldman, Sachs & Co.",PIMCO
Mar 26 2009,Apr 13 2009,500.0,FNMA,5.5,30 YR,01F05264,Purchase,103.60,"Goldman, Sachs & Co.",PIMCO
Mar 26 2009,Apr 13 2009,750.0,FNMA,5.5,30 YR,01F05264,Purchase,103.63,"Goldman, Sachs & Co.",PIMCO
Mar 26 2009,May 12 2009,500.0,FNMA,5.5,30 YR,01F05265,Sale,103.17,"Goldman, Sachs & Co.",PIMCO
Mar 26 2009,May 12 2009,500.0,FNMA,5.5,30 YR,01F05265,Sale,103.33,"Goldman, Sachs & Co.",PIMCO
Mar 26 2009,May 12 2009,750.0,FNMA,5.5,30 YR,01F05265,Sale,103.36,"Goldman, Sachs & Co.",PIMCO
Mar 26 2009,Apr 13 2009,500.0,FNMA,5.5,30 YR,01F05264,Purchase,103.58,J.P. Morgan Securities LLC,PIMCO
Mar 26 2009,Apr 13 2009,750.0,FNMA,5.5,30 YR,01F05264,Purchase,103.52,J.P. Morgan Securities LLC,PIMCO
Mar 26 2009,May 12 2009,500.0,FNMA,5.5,30 YR,01F05265,Sale,103.31,J.P. Morgan Securities LLC,PIMCO
Mar 26 2009,May 12 2009,750.0,FNMA,5.5,30 YR,01F05265,Sale,103.25,J.P. Morgan Securities LLC,PIMCO
Mar 26 2009,May 19 2009,100.0,GNMA,4.5,30 YR,01N04265,Purchase,101.55,Barclays Capital Inc.,Wellington Management Company
Mar 26 2009,May 19 2009,100.0,GNMA,4.5,30 YR,01N04265,Purchase,101.65,Barclays Capital Inc.,Wellington Management Company
Mar 26 2009,Apr 13 2009,250.0,FHLMC,4.5,30 YR,02R04264,Purchase,101.82,Barclays Capital Inc.,Wellington Management Company
Mar 26 2009,May 12 2009,250.0,FNMA,4.0,30 YR,01F04065,Purchase,100.02,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 26 2009,May 19 2009,100.0,GNMA,4.5,30 YR,01N04265,Purchase,101.66,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 26 2009,Apr 13 2009,250.0,FHLMC,4.5,30 YR,02R04264,Purchase,101.82,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 26 2009,May 12 2009,250.0,FHLMC,4.5,30 YR,02R04265,Purchase,101.35,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Mar 26 2009,May 12 2009,250.0,FNMA,4.0,30 YR,01F04065,Purchase,100.02,BNP Paribas Securities Corp.,Wellington Management Company
Mar 26 2009,Apr 13 2009,250.0,FHLMC,4.0,30 YR,02R04064,Purchase,100.30,BNP Paribas Securities Corp.,Wellington Management Company
Mar 26 2009,May 12 2009,250.0,FHLMC,4.5,30 YR,02R04265,Purchase,101.31,BNP Paribas Securities Corp.,Wellington Management Company
Mar 26 2009,May 12 2009,250.0,FHLMC,4.5,30 YR,02R04265,Purchase,101.44,BNP Paribas Securities Corp.,Wellington Management Company
Mar 26 2009,May 12 2009,250.0,FNMA,4.0,30 YR,01F04065,Purchase,99.96,Citigroup Global Markets Inc.,Wellington Management Company
Mar 26 2009,May 12 2009,200.0,FHLMC,4.5,30 YR,02R04265,Purchase,101.40,Cantor Fitzgerald & Co.,Wellington Management Company
Mar 26 2009,May 19 2009,100.0,GNMA,4.5,30 YR,01N04265,Purchase,101.56,Credit Suisse Securities (USA) LLC,Wellington Management Company
Mar 26 2009,May 12 2009,550.0,FHLMC,4.5,30 YR,02R04265,Purchase,101.45,Credit Suisse Securities (USA) LLC,Wellington Management Company
