       Date      Stock 
                Volume 
   19341017     662210 
   19341018     655110 
   19341019     527312 
   19341020     228740 
   19341022     573080 
   19341023     542680 
   19341024     772200 
   19341025    1027970 
   19341026     869670 
   19341027     203980 
   19341029     428470 
   19341030     432290 
   19341031     416800 
   19341101     541090 
   19341102     651120 
   19341103     311000 
   19341105     758300 
   19341107    1111590 
   19341108     843010 
   19341109    1228290 
   19341110     687750 
   19341113    1131630 
   19341114     958480 
   19341115    1544080 
   19341116    1031970 
   19341117     453370 
   19341119     983950 
   19341120     869010 
   19341121     805220 
   19341122     769740 
   19341123    1130391 
   19341124     671990 
   19341126    1410370 
   19341127    1012580 
   19341128    1164150 
   19341130     801780 
   19341201     469190 
   19341203     752565 
   19341204     951960 
   19341205    1636613 
   19341206    1422045 
   19341207    1023370 
   19341208     458740 
   19341210     851017 
   19341211    1282350 
   19341212     787330 
   19341213     997450 
   19341214     938700 
   19341215     464060 
   19341217     900040 
   19341218     822460 
   19341219     982740 
   19341220     877275 
   19341221     917020 
   19341222     503460 
   19341224     808520 
   19341226    1055065 
   19341227    1632065 
   19341228    1276151 
   19341229     762091 
   19341231    1016335 
   19350102     878920 
   19350103    1066246 
   19350104     965320 
   19350105     494470 
   19350107    1285740 
   19350108    1194160 
   19350109     897470 
   19350110     778730 
   19350111    1377910 
   19350112     666420 
   19350114     554350 
   19350115    1369670 
   19350116     667240 
   19350117     736480 
   19350118     684630 
   19350119     393800 
   19350121     689160 
   19350122     592990 
   19350123     619850 
   19350124     437206 
   19350125     517290 
   19350126     322810 
   19350128     692010 
   19350129     574890 
   19350130     426040 
   19350131     525330 
   19350201     493580 
   19350202     399090 
   19350204     344955 
   19350205     558780 
   19350206     557040 
   19350207     524130 
   19350208     587260 
   19350209     293300 
   19350211     358947 
   19350213     386445 
   19350214     405026 
   19350215     726482 
   19350216     353410 
   19350218    1911190 
   19350219    1104010 
   19350220     966050 
   19350221     700982 
   19350223     536190 
   19350225     744200 
   19350226     946398 
   19350227     933420 
   19350228     573640 
   19350301     637462 
   19350302     279480 
   19350304     421930 
   19350305     899250 
   19350306    1285747 
   19350307     536603 
   19350308     443463 
   19350309     288090 
   19350311     799240 
   19350312    1054280 
   19350313    1075220 
   19350314     811080 
   19350315     768160 
   19350316     300500 
   19350318     593612 
   19350319     509549 
   19350320     488449 
   19350321     889610 
   19350322     780898 
   19350323     299450 
   19350325     463574 
   19350326     440800 
   19350327     462290 
   19350328     613040 
   19350329     461040 
   19350330     247240 
   19350401     444890 
   19350402     532388 
   19350403     529418 
   19350404     560140 
   19350405    1213500 
   19350406     464290 
   19350408     706310 
   19350409     856784 
   19350410     989900 
   19350411     734120 
   19350412     840210 
   19350413     701820 
   19350415    1106730 
   19350416     742770 
   19350417     854240 
   19350418     816090 
   19350420     880820 
   19350422    1380295 
   19350423    1226780 
   19350424    1279370 
   19350425    1693070 
   19350426    1522120 
   19350427     585210 
   19350429     886450 
   19350430     860860 
   19350501     820960 
   19350502     882970 
   19350503     953350 
   19350504     474490 
   19350506    1027640 
   19350507     814310 
   19350508    1394760 
   19350509    1654800 
   19350510    1582560 
   19350511     634660 
   19350513    1125110 
   19350514    1207805 
   19350515    1053130 
   19350516    2421700 
   19350517    1821600 
   19350518     600460 
   19350520     972070 
   19350521    1139380 
   19350522    1147341 
   19350523    1285930 
   19350524    1181160 
   19350525     492830 
   19350527     823155 
   19350528    2307870 
   19350529    1495360 
   19350531    1124270 
   19350601     676450 
   19350603     599520 
   19350604     867700 
   19350605    1103500 
   19350606     680050 
   19350607     589880 
   19350608     341954 
   19350610     632140 
   19350611    1147160 
   19350612    1290140 
   19350613     860940 
   19350614    1275500 
   19350615     579620 
   19350617     913980 
   19350618     885930 
   19350619    1626260 
   19350620     996020 
   19350621    1517340 
   19350622     787070 
   19350624    1116670 
   19350625    1144060 
   19350626     957310 
   19350627     736838 
   19350628     757410 
   19350629     252980 
   19350701     683670 
   19350702    1198890 
   19350703     720450 
   19350705     880730 
   19350706     515870 
   19350708    1309750 
   19350709    1345930 
   19350710    1150160 
   19350711     995960 
   19350712    1097817 
   19350713     442940 
   19350715     949110 
   19350716     900523 
   19350717    1357940 
   19350718    1495540 
   19350719    1149320 
   19350720     429500 
   19350722    1369090 
   19350723    1734150 
   19350724    1305490 
   19350725    1334400 
   19350726     986380 
   19350727     734240 
   19350729    1752270 
   19350730    1679580 
   19350731    1908020 
   19350801    1889050 
   19350802    1517710 
   19350803    1000870 
   19350805    1735510 
   19350806    1772970 
   19350807    1389220 
   19350808    1432860 
   19350809    2188000 
   19350810    1210770 
   19350812    2426230 
   19350813    2363640 
   19350814    1948100 
   19350815    1582170 
   19350816    1713000 
   19350817    1076230 
   19350819    2068660 
   19350820    1975670 
   19350821    1753680 
   19350822    1667660 
   19350823    1891150 
   19350824    1124960 
   19350826    1455610 
   19350827    2125720 
   19350828    1390390 
   19350829     903640 
   19350830     830730 
   19350831     491280 
   19350903     904080 
   19350904    1000740 
   19350905    1891670 
   19350906    2153840 
   19350907    1289960 
   19350909    2000290 
   19350910    1978240 
   19350911    2590850 
   19350912    1879970 
   19350913    1731300 
   19350914     632130 
   19350916    1491250 
   19350917    1334460 
   19350918    1939380 
   19350919    1923380 
   19350920    2217950 
   19350921     675600 
   19350923    1008340 
   19350924    1009110 
   19350925    1083730 
   19350926    1090900 
   19350927    1123170 
   19350928     519020 
   19350930    1257230 
   19351001    1422460 
   19351002    2189700 
   19351003    1484880 
   19351004    1419627 
   19351005     697190 
   19351007     945360 
   19351008    1182110 
   19351009     882910 
   19351010    1863970 
   19351011    2054662 
   19351014    1587990 
   19351015    2573010 
   19351016    2243111 
   19351017    1613337 
   19351018    1449800 
   19351019     992010 
   19351021    2871908 
   19351022    2835730 
   19351023    2756795 
   19351024    2156110 
   19351025    2471438 
   19351026    1182530 
   19351028    2112310 
   19351029    1708400 
   19351030    2146900 
   19351031    1814240 
   19351101    2038230 
   19351102    1264500 
   19351104    1748020 
   19351106    3075440 
   19351107    2785280 
   19351108    3351279 
   19351109    1166554 
   19351112    2140010 
   19351113    2047700 
   19351114    3947950 
   19351115    2937590 
   19351116    1639480 
   19351118    3198320 
   19351119    2883140 
   19351120    3814777 
   19351121    3279560 
   19351122    3918510 
   19351123    1819130 
   19351125    3372355 
   19351126    2331510 
   19351127    1859410 
   19351129    2170860 
   19351130     670170 
   19351202    1519380 
   19351203    1926520 
   19351204    2964041 
   19351205    2259850 
   19351206    2369710 
   19351207    1318720 
   19351209    2507730 
   19351210    2341299 
   19351211    2126290 
   19351212    2135760 
   19351213    1893584 
   19351214     666460 
   19351216    1401800 
   19351217    1390690 
   19351218    1691845 
   19351219    1264080 
   19351220    1412470 
   19351221    1097550 
   19351223    1918840 
   19351224    1705510 
   19351226    2335857 
   19351227    2134266 
   19351228    1140190 
   19351230    1626940 
   19351231    2439935 
   19360102    2240900 
   19360103    2831410 
   19360104    1592400 
   19360106    3731690 
   19360107    3083670 
   19360108    3525540 
   19360109    2996010 
   19360110    3270670 
   19360111    1641050 
   19360113    2600660 
   19360114    2786320 
   19360115    3633600 
   19360116    3110591 
   19360117    2351826 
   19360118    1072791 
   19360120    1805375 
   19360121    1329130 
   19360122    2146410 
   19360123    2937770 
   19360124    2542132 
   19360125    1656720 
   19360127    3099685 
   19360128    2287590 
   19360129    2680435 
   19360130    3012230 
   19360131    3235140 
   19360201    1758872 
   19360203    2323727 
   19360204    3008520 
   19360205    2921971 
   19360206    2753874 
   19360207    2570590 
   19360208    1252480 
   19360210    2459145 
   19360211    3353700 
   19360213    2923600 
   19360214    2604040 
   19360215    1373795 
   19360217    4718448 
   19360218    3527001 
   19360219    4578280 
   19360220    3457270 
   19360221    3020537 
   19360224    2197560 
   19360225    2389600 
   19360226    2036355 
   19360227    2315407 
   19360228    2458860 
   19360229     880760 
   19360302    1982520 
   19360303    2697080 
   19360304    2978740 
   19360305    2590140 
   19360306    2888540 
   19360307    1472130 
   19360309    2752980 
   19360310    2331700 
   19360311    2193190 
   19360312    2918050 
   19360313    2659770 
   19360314    1425580 
   19360316    1834610 
   19360317    2241010 
   19360318    1746530 
   19360319    2016430 
   19360320    1887730 
   19360321     840686 
   19360323    1678550 
   19360324    1903140 
   19360325    1907730 
   19360326    1872130 
   19360327    1553202 
   19360328     656780 
   19360330     946430 
   19360331    1041170 
   19360401    1686700 
   19360402    2193210 
   19360403    1562770 
   19360404    1011470 
   19360406    2032048 
   19360407    1574650 
   19360408    1652550 
   19360409    1654070 
   19360411     798280 
   19360413    1448380 
   19360414    1936660 
   19360415    1318460 
   19360416    1146560 
   19360417    1164330 
   19360418     809550 
   19360420    1655740 
   19360421    1881790 
   19360422    1203640 
   19360423    2062730 
   19360424    1655910 
   19360425     536370 
   19360427    2296240 
   19360428    2231520 
   19360429    1786630 
   19360430    2309280 
   19360501    1162290 
   19360502     401800 
   19360504    1071020 
   19360505    1174690 
   19360506    1131370 
   19360507    1005560 
   19360508     779830 
   19360509     341610 
   19360511     677750 
   19360512     599120 
   19360513     585790 
   19360514    1391430 
   19360515     985390 
   19360516     370930 
   19360518     993410 
   19360519     909510 
   19360520     685570 
   19360521     668130 
   19360522     679230 
   19360523     438780 
   19360525     694130 
   19360526    1143100 
   19360527    1220010 
   19360528     762810 
   19360529     740410 
   19360601     786240 
   19360602     756430 
   19360603     635100 
   19360604     767290 
   19360605     634950 
   19360606     253710 
   19360608     694050 
   19360609     876251 
   19360610    1034665 
   19360611    1085940 
   19360612     998280 
   19360613     375400 
   19360615     722740 
   19360616    1114850 
   19360617    1221230 
   19360618     942536 
   19360619     828080 
   19360620     317180 
   19360622     984720 
   19360623     972240 
   19360624    1237240 
   19360625    1340910 
   19360626     889760 
   19360627     366350 
   19360629     770240 
   19360630     822265 
   19360701     966230 
   19360702    1072650 
   19360703    1020180 
   19360706     844590 
   19360707     969790 
   19360708     869000 
   19360709    1291600 
   19360710    1691900 
   19360711     867180 
   19360713    1434990 
   19360714    1659580 
   19360715    1978044 
   19360716    1481150 
   19360717     155360 
   19360718     557170 
   19360720    1424180 
   19360721    1586540 
   19360722    1453350 
   19360723    1336350 
   19360724    1320950 
   19360725     611840 
   19360727    1826285 
   19360728    1903870 
   19360729    1947880 
   19360730    1512530 
   19360731    1609970 
   19360801     490650 
   19360803    1004830 
   19360804    1049330 
   19360805    1283660 
   19360806    1171950 
   19360807    1671570 
   19360808     865270 
   19360810    1334770 
   19360811    1100220 
   19360812    1261070 
   19360813    1398180 
   19360814    1071940 
   19360815     366320 
   19360817     832610 
   19360818     790750 
   19360819    1006430 
   19360820     962000 
   19360821    1480020 
   19360822     431830 
   19360824     803210 
   19360825     799830 
   19360826     907170 
   19360827    1336110 
   19360828    1376900 
   19360829     618350 
   19360831    1149000 
   19360901    1143770 
   19360902    1351970 
   19360903    1047760 
   19360904    1174510 
   19360905     715880 
   19360908    1715570 
   19360909    1572310 
   19360910    1547170 
   19360911    1403870 
   19360912     494700 
   19360914    1004560 
   19360915    1127990 
   19360916    1038354 
   19360917     773570 
   19360918    1273870 
   19360919     897300 
   19360921    1765570 
   19360922    1547650 
   19360923    1483670 
   19360924    1192940 
   19360925    1514730 
   19360926     900760 
   19360928    1450460 
   19360929    1381000 
   19360930    1352625 
   19361001    1099470 
   19361002    1928690 
   19361003    1632260 
   19361005    2082180 
   19361006    2257990 
   19361007    3027400 
   19361008    2226580 
   19361009    2235490 
   19361010     971060 
   19361013    2066240 
   19361014    1642490 
   19361015    1785710 
   19361016    2049100 
   19361017    1152860 
   19361019    1888130 
   19361020    1669462 
   19361021    1632310 
   19361022    1974640 
   19361023    1513860 
   19361024     619180 
   19361026    1478430 
   19361027    1311570 
   19361028    1630230 
   19361029    1708670 
   19361030    1677920 
   19361031     733360 
   19361102    1600910 
   19361104    3294200 
   19361105    3620890 
   19361106    2717010 
   19361107    1745280 
   19361109    3139080 
   19361110    2704400 
   19361112    2581810 
   19361113    2482250 
   19361114    1154330 
   19361116    2374580 
   19361117    3272950 
   19361118    2921750 
   19361119    2441712 
   19361120    1821590 
   19361121     802260 
   19361123    2159820 
   19361124    1924190 
   19361125    1856320 
   19361127    2276130 
   19361128    1434280 
   19361130    2141440 
   19361201    2233840 
   19361202    2319500 
   19361203    2042450 
   19361204    2154760 
   19361205    1000580 
   19361207    1676910 
   19361208    1618530 
   19361209    1855900 
   19361210    2439770 
   19361211    2611590 
   19361212    1235910 
   19361214    2876220 
   19361215    2478300 
   19361216    1945000 
   19361217    1953200 
   19361218    1905806 
   19361219    1214520 
   19361221    1761846 
   19361222    1667250 
   19361223    1867782 
   19361224    1607380 
   19361228    1787016 
   19361229    2280442 
   19361230    2305370 
   19361231    1760305 
   19370102     690660 
   19370104    1507753 
   19370105    1869400 
   19370106    1921010 
   19370107    3055970 
   19370108    3217010 
   19370109    1448662 
   19370111    3076130 
   19370112    3564775 
   19370113    3083040 
   19370114    3259310 
   19370115    2897030 
   19370116    1705240 
   19370118    2860550 
   19370119    2619110 
   19370120    3271370 
   19370121    2991880 
   19370122    2684170 
   19370123    1115840 
   19370125    2219010 
   19370126    2174730 
   19370127    1936736 
   19370128    2342530 
   19370129    1964770 
   19370130    1194730 
   19370201    2357270 
   19370202    2428500 
   19370203    2452070 
   19370204    2388480 
   19370205    3320820 
   19370206    1453480 
   19370208     298600 
   19370209    2593350 
   19370210    2919520 
   19370211    2916890 
   19370213    1371060 
   19370215    1959640 
   19370216    2221110 
   19370217    2578690 
   19370218    2131250 
   19370219    2725230 
   19370220    1484730 
   19370223    2868550 
   19370224    2084380 
   19370225    2227230 
   19370226    1775590 
   19370227    1003570 
   19370301    1661600 
   19370302    2294970 
   19370303    3567770 
   19370304    2725830 
   19370305    2827780 
   19370306    1767100 
   19370308    3175160 
   19370309    2387670 
   19370310    2823670 
   19370311    2739410 
   19370312    2289940 
   19370313    1129070 
   19370315    1766540 
   19370316    1750150 
   19370317    2116980 
   19370318    2276320 
   19370319    1741180 
   19370320     713030 
   19370322    2025860 
   19370323    1595860 
   19370324    1429910 
   19370325    1249740 
   19370327     531590 
   19370329     871470 
   19370330    1224910 
   19370331    1662770 
   19370401    1207620 
   19370402    1635030 
   19370403     643050 
   19370405     976270 
   19370406    1250840 
   19370407    2290290 
   19370408    1920230 
   19370409    1732850 
   19370410     480360 
   19370412    1134240 
   19370413    1585010 
   19370414    1479440 
   19370415     940800 
   19370416    1068110 
   19370417     444100 
   19370419     818120 
   19370420    1126460 
   19370421    1247780 
   19370422    1180020 
   19370423    1202569 
   19370424     807640 
   19370426    2023210 
   19370427    1411700 
   19370428    2525580 
   19370429    2026020 
   19370430    1449500 
   19370501     551450 
   19370503     638360 
   19370504     869930 
   19370505     766060 
   19370506     755300 
   19370507     817045 
   19370508     285390 
   19370510     779530 
   19370511     746464 
   19370512     673676 
   19370513    1772450 
   19370514    1226060 
   19370515     343560 
   19370517     597070 
   19370518    1195420 
   19370519     789760 
   19370520    1227080 
   19370521     768460 
   19370522     480760 
   19370524     684014 
   19370525     842380 
   19370526     583520 
   19370527     596500 
   19370528     558950 
   19370601     746170 
   19370602     535480 
   19370603     551500 
   19370604     778190 
   19370605     342440 
   19370607     584780 
   19370608     597990 
   19370609     624240 
   19370610     567150 
   19370611     722021 
   19370612     387220 
   19370614    1310059 
   19370615     928463 
   19370616     698530 
   19370617    1259100 
   19370618     694130 
   19370619     220950 
   19370621     423760 
   19370622     534060 
   19370623     551270 
   19370624     553390 
   19370625     574620 
   19370626     288240 
   19370628     733930 
   19370629     552940 
   19370630     688570 
   19370701     669940 
   19370702     838735 
   19370706    1412350 
   19370707    1408570 
   19370708    1031870 
   19370709     845320 
   19370710     297700 
   19370712    1022840 
   19370713     848610 
   19370714    1036890 
   19370715     736860 
   19370716     703980 
   19370717     248340 
   19370719     950830 
   19370720    1196000 
   19370721     981460 
   19370722     955780 
   19370723     914100 
   19370724     505790 
   19370726     895510 
   19370727     736010 
   19370728     866600 
   19370729     611160 
   19370730     617450 
   19370731     389590 
   19370802     791070 
   19370803     897260 
   19370804     902650 
   19370805     794760 
   19370806     679430 
   19370807     314863 
   19370809     751190 
   19370810     692380 
   19370811     571880 
   19370812     793300 
   19370813    1035630 
   19370814     467030 
   19370816     618390 
   19370817     657050 
   19370818     702090 
   19370819     761540 
   19370820     802270 
   19370821     280580 
   19370823     575020 
   19370824     560440 
   19370825     498410 
   19370826     965980 
   19370827     886300 
   19370828     254300 
   19370830     455030 
   19370831     503710 
   19370901     820280 
   19370902    1202400 
   19370903     690900 
   19370904     229980 
   19370907    1871150 
   19370908    2256110 
   19370909    1411550 
   19370910    2321820 
   19370911    1404120 
   19370913    2561820 
   19370914    1510250 
   19370915    1143140 
   19370916     885780 
   19370917     814310 
   19370918     703370 
   19370920    1550250 
   19370921     981450 
   19370922     739280 
   19370923     887750 
   19370924    2482210 
   19370925    1469520 
   19370927    2208580 
   19370928    1307840 
   19370929    1353930 
   19370930    1046398 
   19371001     674905 
   19371002     285220 
   19371004     631500 
   19371005    1683420 
   19371006    1784910 
   19371007    1191320 
   19371008    1152500 
   19371009     488980 
   19371011    1747945 
   19371013    2567030 
   19371014    1681430 
   19371015    2538280 
   19371016    1320430 
   19371018    3232220 
   19371019    7288080 
   19371020    4338520 
   19371021    3638601 
   19371022    2112690 
   19371023    1565020 
   19371025    2343940 
   19371026    1822840 
   19371027    1064120 
   19371028    2459560 
   19371029    2800240 
   19371030     713910 
   19371101    1029110 
   19371103    1735840 
   19371104    1471440 
   19371105    1245250 
   19371106     766390 
   19371108    1377566 
   19371109    1048770 
   19371110    1924150 
   19371112    1882930 
   19371113     509500 
   19371115    1445310 
   19371116    1269370 
   19371117     757670 
   19371118     903120 
   19371119    1886960 
   19371120    1232100 
   19371122    1517390 
   19371123    1640860 
   19371124     986840 
   19371126    1183920 
   19371127    1141230 
   19371129    1145910 
   19371130    1153000 
   19371201     696870 
   19371202     937590 
   19371203    1557000 
   19371204     566970 
   19371206     835760 
   19371207     965250 
   19371208    1520430 
   19371209    1082318 
   19371210    1075260 
   19371211     389970 
   19371213    1017384 
   19371214     896330 
   19371215     929480 
   19371216    1033830 
   19371217     792760 
   19371218     500550 
   19371220    1398563 
   19371221    1283640 
   19371222    1154500 
   19371223    1056750 
   19371224     835160 
   19371227    1360120 
   19371228    2381850 
   19371229    2460470 
   19371230     913460 
   19371231     780115 
   19380103     915050 
   19380104     942080 
   19380105    1150940 
   19380106    1205240 
   19380107    1053720 
   19380108     779010 
   19380110    1826710 
   19380111    1506260 
   19380112    1209850 
   19380113     970610 
   19380114     847600 
   19380115     737810 
   19380117     932880 
   19380118     778960 
   19380119    1001911 
   19380120     818310 
   19380121     791410 
   19380122     405290 
   19380124     537130 
   19380125     535330 
   19380126    1616330 
   19380127    1207550 
   19380128    1189830 
   19380129     434170 
   19380131     757950 
   19380201     691690 
   19380202     583910 
   19380203    1088350 
   19380204     805990 
   19380205     445690 
   19380207     513151 
   19380208     773150 
   19380209     747770 
   19380210     631670 
   19380211     387210 
   19380214     400870 
   19380215     523310 
   19380216     472050 
   19380217     856590 
   19380218     768970 
   19380219     295950 
   19380221     757971 
   19380223    1299315 
   19380224     719907 
   19380225     898380 
   19380226     303230 
   19380228     560970 
   19380301     534340 
   19380302     406540 
   19380303     466870 
   19380304     488930 
   19380305     222000 
   19380307     619950 
   19380308     737890 
   19380309     561800 
   19380310     455040 
   19380311     770050 
   19380312     299850 
   19380314     427950 
   19380315     760220 
   19380316    1023500 
   19380317     642170 
   19380318    1577760 
   19380319     442070 
   19380321     542240 
   19380322     692780 
   19380323    1468300 
   19380324     885360 
   19380325    1677840 
   19380326    1383370 
   19380328    1249400 
   19380329    1721650 
   19380330    1666260 
   19380331    1271640 
   19380401     859420 
   19380402     603850 
   19380404     686960 
   19380405     692810 
   19380406     475710 
   19380407     331450 
   19380408     828290 
   19380409    1414480 
   19380411    1098554 
   19380412     600300 
   19380413     638040 
   19380414    1009980 
   19380416    1057860 
   19380418     857160 
   19380419     571680 
   19380420     775540 
   19380421     595240 
   19380422    1116200 
   19380423     410950 
   19380425     395880 
   19380426     444730 
   19380427     424870 
   19380428     538460 
   19380429     542920 
   19380430     147770 
   19380502     353010 
   19380503     472470 
   19380504     550500 
   19380505     687420 
   19380506    1021990 
   19380507     556240 
   19380509    1018250 
   19380510    1044140 
   19380511     978400 
   19380512     596504 
   19380513     604950 
   19380514     233220 
   19380516     395020 
   19380517     414360 
   19380518     398350 
   19380519     490960 
   19380520     439500 
   19380521     286070 
   19380523     328020 
   19380524     416700 
   19380525     555450 
   19380526     781170 
   19380527     760710 
   19380528     216880 
   19380531     403960 
   19380601     537610 
   19380602     475430 
   19380603     284850 
   19380604     306930 
   19380606     467330 
   19380607     372180 
   19380608     278410 
   19380609     591220 
   19380610     406370 
   19380611     107330 
   19380613     326890 
   19380614     346450 
   19380615     344620 
   19380616     342300 
   19380617     327840 
   19380618     104530 
   19380620    1087050 
   19380621    1457030 
   19380622    1712450 
   19380623    2403270 
   19380624    2290640 
   19380625    1161700 
   19380627    2105850 
   19380628    1289720 
   19380629    2658690 
   19380630    2581350 
   19380701    2024920 
   19380702    1472420 
   19380705    1695840 
   19380706    1817190 
   19380707    2774320 
   19380708    1567070 
   19380709     592300 
   19380711    1087230 
   19380712    1620100 
   19380713    2619250 
   19380714    1160970 
   19380715     933110 
   19380716     627270 
   19380718    1556130 
   19380719    2942110 
   19380720    2511440 
   19380721    1811905 
   19380722    1222140 
   19380723     776240 
   19380725    2106500 
   19380726    1252470 
   19380727    1973840 
   19380728    1065630 
   19380729    1204240 
   19380730     358940 
   19380801     586510 
   19380802     817760 
   19380803     817460 
   19380804     609700 
   19380805    1169940 
   19380806     829060 
   19380808     913930 
   19380809     829770 
   19380810     809980 
   19380811    1100810 
   19380812    1478780 
   19380813     396200 
   19380815     593710 
   19380816     614400 
   19380817     596050 
   19380818     446610 
   19380819     825680 
   19380820     245580 
   19380822     396620 
   19380823    1076510 
   19380824    1235160 
   19380825     826570 
   19380826     820110 
   19380827     350700 
   19380829    1248850 
   19380830     630550 
   19380831     461160 
   19380901     509170 
   19380902     553560 
   19380903     357390 
   19380906     415360 
   19380907     892660 
   19380908     569920 
   19380909     702990 
   19380910     416480 
   19380912     601960 
   19380913    1700680 
   19380914    2819070 
   19380915    1142300 
   19380916     671580 
   19380917     743790 
   19380919     825400 
   19380920    1198310 
   19380921    1025400 
   19380922     467200 
   19380923     721200 
   19380924     797370 
   19380926    1226390 
   19380927     771110 
   19380928    1572510 
   19380929    1229210 
   19380930    1895960 
   19381001     946490 
   19381003    1461730 
   19381004     947780 
   19381005    2235790 
   19381006    2451260 
   19381007    1464560 
   19381008    1113130 
   19381010    1663960 
   19381011    1534100 
   19381013    2361420 
   19381014    1954400 
   19381015    1468810 
   19381017    2520660 
   19381018    2408280 
   19381019    2433940 
   19381020    1616290 
   19381021    1715070 
   19381022    1126530 
   19381024    1678350 
   19381025    1488000 
   19381026    1702280 
   19381027    1995870 
   19381028    1562910 
   19381029     613990 
   19381031    1092870 
   19381101    1280730 
   19381102     783850 
   19381103    1065200 
   19381104    1196340 
   19381105     434510 
   19381107    1761890 
   19381109    3099580 
   19381110    2176053 
   19381112    1005680 
   19381114    1651280 
   19381115    1465980 
   19381116    1794780 
   19381117     994580 
   19381118    1416310 
   19381119     437080 
   19381121     942720 
   19381122     880430 
   19381123    1001770 
   19381125     808710 
   19381126     687020 
   19381128    1237702 
   19381129     817100 
   19381130     983000 
   19381201     862510 
   19381202     817390 
   19381203     322480 
   19381205     680370 
   19381206     959930 
   19381207    1104880 
   19381208     739150 
   19381209     698840 
   19381210     405610 
   19381212     899305 
   19381213    1093650 
   19381214    1965054 
   19381215    1798710 
   19381216    1147040 
   19381217     452870 
   19381219    1104140 
   19381220     937290 
   19381221    1057745 
   19381222    1042920 
   19381223    1216655 
   19381224     621110 
   19381227    1236280 
   19381228    2164180 
   19381229    1881860 
   19381230    1402910 
   19381231     853190 
   19390103    1152980 
   19390104    1500460 
   19390105    1571990 
   19390106     951460 
   19390107     632910 
   19390109    1099630 
   19390110     713050 
   19390111     915690 
   19390112    1363130 
   19390113     844980 
   19390114     469630 
   19390116     666660 
   19390117     823630 
   19390118     630660 
   19390119     887040 
   19390120     739690 
   19390121     657380 
   19390123    1873520 
   19390124    1699300 
   19390125     903300 
   19390126    1535890 
   19390127    1054830 
   19390128     582530 
   19390130     790220 
   19390131    1121790 
   19390201     581920 
   19390202     698080 
   19390203     542570 
   19390204     486160 
   19390206    1040910 
   19390207     570040 
   19390208     611530 
   19390209     546720 
   19390210     444638 
   19390211     322070 
   19390214     418390 
   19390215     498180 
   19390216     850160 
   19390217     682010 
   19390218     409110 
   19390220     693340 
   19390221     465580 
   19390223     455320 
   19390224     967390 
   19390225     783600 
   19390227     745625 
   19390228    1059980 
   19390301     634594 
   19390302     599215 
   19390303    1015535 
   19390304     584560 
   19390306     841940 
   19390307     568330 
   19390308    1049040 
   19390309    1357965 
   19390310    1210470 
   19390311     533085 
   19390313     647860 
   19390314     685190 
   19390315    1113000 
   19390316     668720 
   19390317    1470190 
   19390318    1007240 
   19390320     947000 
   19390321     688910 
   19390322    1440350 
   19390323     833640 
   19390324     645730 
   19390325     439270 
   19390327     566160 
   19390328     676810 
   19390329     465380 
   19390330     984600 
   19390331    2888390 
   19390401    1558430 
   19390403    1472510 
   19390404    1533910 
   19390405     880970 
   19390406    1313290 
   19390408    1640570 
   19390410    1646080 
   19390411    1663320 
   19390412    1072210 
   19390413     861880 
   19390414     619860 
   19390415     660200 
   19390417     524040 
   19390418     441770 
   19390419     436880 
   19390420     515558 
   19390421     391760 
   19390422     154960 
   19390424     414110 
   19390425     420920 
   19390426     584430 
   19390427     537920 
   19390428     728330 
   19390429     172330 
   19390501     279260 
   19390502     447320 
   19390503     744490 
   19390504     663430 
   19390505     328040 
   19390506     176750 
   19390508     349730 
   19390509     710260 
   19390510     692180 
   19390511     400190 
   19390512     343530 
   19390513     159340 
   19390515     334600 
   19390516     620540 
   19390517     534470 
   19390518     418280 
   19390519     400640 
   19390520     193280 
   19390522     417160 
   19390523     423130 
   19390524    1013780 
   19390525    1010450 
   19390526     623870 
   19390527     382460 
   19390529     603420 
   19390531     664610 
   19390601     598540 
   19390602     396940 
   19390603     175740 
   19390605     349070 
   19390606     598710 
   19390607     530640 
   19390608     411320 
   19390609     785570 
   19390610     254930 
   19390612     424200 
   19390613     531870 
   19390614     399270 
   19390615     583610 
   19390616     399940 
   19390617     171440 
   19390619     344820 
   19390620     484930 
   19390621     466150 
   19390622     450780 
   19390623     477610 
   19390624     187820 
   19390626     502290 
   19390627     475560 
   19390628     540680 
   19390629     822580 
   19390630     598780 
   19390701     185400 
   19390703     235140 
   19390705     351900 
   19390706     413700 
   19390707     328070 
   19390708     113320 
   19390710     282800 
   19390711     424850 
   19390712     913380 
   19390713     946360 
   19390714     543720 
   19390715     205760 
   19390717    1751700 
   19390718    1887670 
   19390719    1022300 
   19390720     805930 
   19390721    1265170 
   19390722     806110 
   19390724    1069210 
   19390725    1229650 
   19390726     891910 
   19390727     816870 
   19390728     811650 
   19390729     245360 
   19390731     519990 
   19390801     575030 
   19390802    1026620 
   19390803    1008067 
   19390804     900930 
   19390805     236980 
   19390807     518670 
   19390808     448760 
   19390809     467510 
   19390810     699730 
   19390811     700890 
   19390812     257880 
   19390814     546060 
   19390815     658330 
   19390816     640310 
   19390817     442900 
   19390818     836090 
   19390819     289650 
   19390821     848230 
   19390822     861640 
   19390823     793080 
   19390824    1293770 
   19390825     693374 
   19390826     521120 
   19390828     669510 
   19390829     483340 
   19390830     496420 
   19390831     457890 
   19390901    1970380 
   19390902    1791250 
   19390905    5934350 
   19390906    3942840 
   19390907    2597080 
