       Date      Stock 
                Volume 
   19390908    3511940 
   19390909    1555390 
   19390911    4683630 
   19390912    4168960 
   19390913    3762440 
   19390914    2008510 
   19390915    1594300 
   19390916    1084280 
   19390918    1733630 
   19390919    1830230 
   19390920    2142090 
   19390921    1730390 
   19390922    1660590 
   19390923     562460 
   19390925    1226210 
   19390926    1712070 
   19390927    2341730 
   19390928    1573930 
   19390929    1129410 
   19390930     843340 
   19391002     837990 
   19391003    1002750 
   19391004     974740 
   19391005     906680 
   19391006    1327630 
   19391007     585770 
   19391009     618012 
   19391010     953500 
   19391011     627690 
   19391013     735290 
   19391014     248850 
   19391016     485490 
   19391017    1842050 
   19391018    1403470 
   19391019    1161240 
   19391020     786480 
   19391021     535940 
   19391023     973890 
   19391024    1163330 
   19391025    1690600 
   19391026    1678600 
   19391027    1062520 
   19391028     481670 
   19391030     639170 
   19391031    1011582 
   19391101     794370 
   19391102     845710 
   19391103    1815860 
   19391104    1423620 
   19391106    1266290 
   19391108    1068410 
   19391109    1199630 
   19391110    1094390 
   19391113     652150 
   19391114     775340 
   19391115     634980 
   19391116     824690 
   19391117     770440 
   19391118     276560 
   19391120     744670 
   19391121     555555 
   19391122     566960 
   19391124     817481 
   19391125     293100 
   19391127     518330 
   19391128     621960 
   19391129     780700 
   19391130     883840 
   19391201     606480 
   19391202     228100 
   19391204     427815 
   19391205     589620 
   19391206     990620 
   19391207    1005170 
   19391208     574680 
   19391209     261730 
   19391211     567100 
   19391212     612350 
   19391213    1060150 
   19391214     887450 
   19391215     704480 
   19391216     335440 
   19391218     724640 
   19391219     751750 
   19391220     908620 
   19391221     743420 
   19391222     719520 
   19391223     331672 
   19391226     724070 
   19391227    1146440 
   19391228    1080780 
   19391229    1135361 
   19391230     655955 
