Date,Liquid Alternative Beta Index,Event Driven Liquid Index,Global Strategies Liquid Index,Long/Short Liquid Index,Managed Futures Liquid Index,Merger Arbitrage Liquid Index
2018/09/20,1323.29083083557,1528.56349397967,1118.15263471067,1582.63483265283,1045.99901139455,1184.45677170375
2018/09/19,1331.69250638532,1525.25448213484,1119.53691807208,1575.53195025145,1045.19880741199,1187.11542942767
2018/09/18,1323.50754637243,1524.99984264146,1119.28372947704,1564.77191569619,1051.1115873036,1189.31399245234
2018/09/17,1326.0513871732,1518.40307555913,1111.60438261869,1556.28223945749,1052.30510203605,1194.01733009082
2018/09/16,1324.71764907335,1522.59636289737,1119.82627309652,1581.88762846207,1057.48776413748,1186.33424968665
2018/09/15,1326.15603710102,1512.50110334951,1117.10193207183,1574.00726258996,1048.45232235396,1188.92310121191
2018/09/14,1322.98226635818,1525.77567362245,1119.65426420328,1579.47874663583,1048.71864554316,1186.02935977703
2018/09/13,1329.45847027391,1522.07803447066,1115.21292389904,1570.28188459423,1046.10007050574,1188.69918011611
2018/09/12,1326.72661064243,1517.24677230397,1111.61929012371,1557.40701288446,1048.94905902869,1180.80112045188
2018/09/11,1325.50311777252,1504.28972536679,1114.329398194,1564.21850633132,1055.47315872698,1187.69613627105
2018/09/10,1317.36957643108,1516.55172802987,1114.54280469273,1566.15021038827,1054.95906026229,1188.88773347561
2018/09/09,1327.30892434496,1515.07727841005,1112.32466304949,1569.77042801806,1058.20811198006,1189.90547459501
2018/09/08,1319.66883452273,1508.34547210013,1111.16746856897,1574.34478779179,1053.26917299674,1182.6701980072
2018/09/07,1330.2957862257,1514.75815429819,1114.58846136176,1572.31491493203,1061.62693092872,1189.14991684889
2018/09/06,1329.3685123576,1505.23989469612,1108.46189340673,1570.30438525511,1056.24924992718,1182.46035659084
2018/09/05,1329.55834078528,1519.44670471467,1113.12180338883,1569.83081704231,1058.19709329936,1187.3102164018
2018/09/04,1335.6566653314,1506.47388197064,1117.47827176197,1582.32226150592,1062.95993209845,1181.22861527846
2018/09/03,1330.04224101521,1520.495850143,1118.66848673739,1595.15226895151,1061.10185216319,1179.40398257747
2018/09/02,1336.34520925508,1511.05794324181,1121.80183659092,1589.40227551989,1061.58833985842,1179.45556754213
2018/09/01,1335.49060802689,1519.56432714548,1122.38684634591,1600.71326213139,1062.78859151563,1180.06392867705
2018/08/31,1341.5668279462,1510.92289928595,1119.87083394979,1593.3048454805,1061.2261417642,1186.04089129324
2018/08/30,1340.6300154509,1514.07425801702,1116.17412280947,1596.41241907463,1054.81286833788,1186.91030750606
2018/08/29,1333.77456201561,1509.23324771111,1117.08142598177,1595.06609234483,1049.18582643155,1179.07625991654
2018/08/28,1331.62092423302,1511.61683316753,1117.16320812577,1600.00882247412,1051.05186782182,1178.01135172343
2018/08/27,1335.94690621261,1511.01224928438,1123.57735913229,1602.11363402057,1048.89035252058,1181.15502780324
2018/08/26,1331.72462936672,1510.13953692066,1115.1600100492,1584.21456926797,1061.22560691484,1183.72911214397
2018/08/25,1335.54252544566,1505.29043619434,1118.91834872959,1586.65939692805,1060.52892458837,1176.59344149618
