date,open,high,low,close,volume,vwap
09/01/2013 21:02:35.415,1640.25,1643.5,1639.0,1642.25,39914.0,1641.2342849626698
09/02/2013 02:37:13.790,1642.25,1646.0,1640.25,1645.75,40020.0,1643.457283858071
09/02/2013 05:49:06.326,1645.75,1647.25,1643.75,1646.75,39877.0,1645.8740815507686
09/02/2013 08:35:44.522,1646.75,1648.5,1645.5,1645.5,39858.0,1647.2135894926992
09/02/2013 19:34:33.615,1645.5,1648.5,1645.25,1646.75,39861.0,1646.8949913449237
09/03/2013 02:13:07.359,1646.75,1649.0,1646.0,1647.5,39841.0,1647.5642052157325
09/03/2013 03:53:59.329,1647.5,1648.5,1644.25,1644.25,39859.0,1647.1807810030357
09/03/2013 04:04:58.158,1644.25,1646.75,1642.25,1645.5,39938.0,1643.672342130302
09/03/2013 05:31:34.872,1645.5,1647.0,1642.25,1646.5,39896.0,1644.2914327250853
09/03/2013 07:13:06.736,1646.5,1647.0,1642.5,1643.75,39879.0,1644.9217006444494
09/03/2013 08:24:37.740,1643.75,1647.0,1643.5,1645.75,39942.0,1645.7234051875218
09/03/2013 08:31:25.491,1645.75,1648.75,1645.5,1648.75,39848.0,1647.2094960851234
09/03/2013 08:33:47.920,1648.75,1649.25,1647.5,1648.75,39825.0,1648.4576647834274
09/03/2013 08:36:47.006,1648.75,1650.0,1647.75,1648.75,39807.0,1649.0063807872987
09/03/2013 08:42:08.963,1648.75,1649.75,1647.75,1648.0,39812.0,1648.78004119361
09/03/2013 08:49:02.294,1648.0,1648.5,1647.0,1647.5,39841.0,1647.7255904721267
09/03/2013 08:58:40.505,1647.25,1648.0,1646.0,1646.25,39854.0,1647.0758267677022
09/03/2013 09:03:28.120,1646.25,1647.75,1644.25,1646.0,39887.0,1645.8617218642667
09/03/2013 09:10:24.448,1646.0,1647.5,1645.5,1647.25,39869.0,1646.5199904687852
09/03/2013 09:16:41.605,1647.25,1648.75,1646.0,1646.0,39832.0,1647.5772306185982
09/03/2013 09:24:34.468,1646.0,1646.25,1643.75,1644.75,39853.0,1644.9708867588388
09/03/2013 09:33:07.502,1644.75,1646.5,1644.25,1646.25,39876.0,1645.2059446785033
09/03/2013 09:46:28.038,1646.25,1647.75,1645.5,1647.75,39952.0,1646.481446485783
09/03/2013 09:57:47.433,1647.75,1647.75,1644.75,1645.25,39882.0,1646.107962238604
09/03/2013 10:12:05.377,1645.25,1646.5,1644.5,1646.25,39894.0,1645.5009838572216
09/03/2013 10:20:14.619,1646.25,1646.75,1642.5,1642.75,39913.0,1644.5541051787638
09/03/2013 10:24:01.669,1642.75,1643.25,1640.25,1640.5,39982.0,1641.8929580811366
09/03/2013 10:27:35.432,1640.5,1641.5,1638.75,1638.75,40020.0,1640.4110882058972
09/03/2013 10:31:10.133,1638.75,1639.5,1637.25,1638.5,40047.0,1638.4734811596375
09/03/2013 10:36:55.700,1638.5,1639.5,1637.75,1637.75,40062.0,1638.8608469372473
09/03/2013 10:45:40.771,1637.75,1640.0,1637.5,1637.75,40067.0,1638.6501796990042
09/03/2013 10:53:20.826,1637.75,1638.75,1636.25,1638.75,40089.0,1637.616179001721
